capture,t,target_earfcn,ho_relation,attributed,event,a3_offset_db,hysteresis_db,ttt_ms,report_relation,ms_report_to_command
XCAL15Sept,2026-09-15 12:36:24.522,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 12:36:57.406,1600,inter-frequency,True,A5,,1.0,640.0,inter-frequency,1.0
XCAL15Sept,2026-09-15 12:37:07.012,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:37:58.638,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,108.0
XCAL15Sept,2026-09-15 12:38:00.234,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,96.0
XCAL15Sept,2026-09-15 12:38:14.741,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL15Sept,2026-09-15 12:38:24.640,1600,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,94.0
XCAL15Sept,2026-09-15 12:38:25.841,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,202.0
XCAL15Sept,2026-09-15 12:38:36.234,250,inter-frequency,True,A5,,1.0,320.0,inter-frequency,106.0
XCAL15Sept,2026-09-15 12:39:00.553,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,4.0
XCAL15Sept,2026-09-15 12:40:16.759,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,10.0
XCAL15Sept,2026-09-15 12:40:34.657,1600,inter-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,618.0
XCAL15Sept,2026-09-15 12:40:48.558,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL15Sept,2026-09-15 12:40:52.576,250,inter-frequency,True,A5,,1.0,320.0,inter-frequency,98.0
XCAL15Sept,2026-09-15 12:40:59.778,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL15Sept,2026-09-15 12:41:25.388,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,107.0
XCAL15Sept,2026-09-15 12:41:28.382,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,100.0
XCAL15Sept,2026-09-15 12:41:36.806,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL15Sept,2026-09-15 12:41:37.402,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL15Sept,2026-09-15 12:41:38.704,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL15Sept,2026-09-15 12:41:45.064,250,intra-frequency,False,none in 2 s,,,,,
XCAL15Sept,2026-09-15 12:42:02.576,250,intra-frequency,True,A6,,1.0,640.0,inter-frequency,698.0
XCAL15Sept,2026-09-15 12:42:04.676,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL15Sept,2026-09-15 12:42:07.680,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL15Sept,2026-09-15 12:42:14.029,1600,inter-frequency,True,A6,,1.0,640.0,inter-frequency,1.0
XCAL15Sept,2026-09-15 12:42:30.733,1600,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,102.0
XCAL15Sept,2026-09-15 12:42:35.432,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL15Sept,2026-09-15 12:42:37.233,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL15Sept,2026-09-15 12:42:40.536,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:42:41.843,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,209.0
XCAL15Sept,2026-09-15 12:42:46.646,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,303.0
XCAL15Sept,2026-09-15 12:42:57.854,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:43:05.628,250,inter-frequency,True,,,,,unknown,100.0
XCAL15Sept,2026-09-15 12:43:36.186,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,897.0
XCAL15Sept,2026-09-15 12:43:38.988,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL15Sept,2026-09-15 12:43:44.488,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 12:44:36.563,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,402.0
XCAL15Sept,2026-09-15 12:44:37.989,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL15Sept,2026-09-15 12:45:38.794,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL15Sept,2026-09-15 12:45:44.594,40340,inter-frequency,True,A4,,1.0,640.0,inter-frequency,92.0
XCAL15Sept,2026-09-15 12:46:24.950,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,33.0
XCAL15Sept,2026-09-15 12:46:26.833,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,118.0
XCAL15Sept,2026-09-15 12:46:28.019,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:47:30.710,40340,intra-frequency,True,A2,,1.0,640.0,intra-frequency,492.0
XCAL15Sept,2026-09-15 12:47:33.112,1600,inter-frequency,True,A5,,1.0,640.0,inter-frequency,2.0
XCAL15Sept,2026-09-15 12:47:35.031,250,inter-frequency,True,A5,,1.0,320.0,inter-frequency,198.0
XCAL15Sept,2026-09-15 12:48:43.859,1600,inter-frequency,True,A3,1.0,1.0,320.0,inter-frequency,101.0
XCAL15Sept,2026-09-15 12:49:00.407,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL15Sept,2026-09-15 12:49:20.806,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL15Sept,2026-09-15 12:49:21.308,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL15Sept,2026-09-15 12:49:24.022,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 12:49:24.521,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 12:49:51.429,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:50:09.280,1600,intra-frequency,True,A1,,0.5,480.0,intra-frequency,114.0
XCAL15Sept,2026-09-15 12:50:10.867,40142,inter-frequency,True,A4,,1.0,640.0,inter-frequency,1.0
XCAL15Sept,2026-09-15 12:50:12.766,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL15Sept,2026-09-15 12:50:13.367,40142,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,293.0
XCAL15Sept,2026-09-15 12:50:29.674,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:50:43.487,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,4.0
XCAL15Sept,2026-09-15 12:50:44.281,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 12:50:44.985,40142,intra-frequency,True,A6,,1.0,160.0,inter-frequency,1.0
XCAL15Sept,2026-09-15 12:50:46.482,40142,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,599.0
XCAL15Sept,2026-09-15 12:50:47.688,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:50:48.390,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,106.0
XCAL15Sept,2026-09-15 12:50:49.003,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:50:50.092,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 12:50:53.892,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL15Sept,2026-09-15 12:51:22.196,40142,intra-frequency,False,none in 2 s,,,,,
XCAL15Sept,2026-09-15 12:51:24.598,40142,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,688.0
XCAL15Sept,2026-09-15 12:51:33.501,40142,intra-frequency,False,none in 2 s,,,,,
XCAL15Sept,2026-09-15 12:51:36.003,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,81.0
XCAL15Sept,2026-09-15 12:51:36.702,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,92.0
XCAL15Sept,2026-09-15 12:51:53.513,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:52:25.540,40538,inter-frequency,True,A1,,0.5,1024.0,intra-frequency,1419.0
XCAL15Sept,2026-09-15 12:53:27.996,250,inter-frequency,True,A3,1.0,1.0,320.0,inter-frequency,1.0
XCAL15Sept,2026-09-15 12:53:52.512,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 12:54:21.773,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,96.0
XCAL15Sept,2026-09-15 12:54:22.274,250,intra-frequency,True,periodical,,,,intra-frequency,398.0
XCAL15Sept,2026-09-15 12:54:29.175,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:54:32.081,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:54:35.186,250,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,202.0
XCAL15Sept,2026-09-15 12:54:37.092,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,410.0
XCAL15Sept,2026-09-15 12:54:37.594,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL15Sept,2026-09-15 12:54:39.293,40142,inter-frequency,True,A4,,1.0,640.0,inter-frequency,102.0
XCAL15Sept,2026-09-15 12:55:44.782,9360,inter-frequency,True,A5,,1.0,640.0,inter-frequency,1.0
XCAL15Sept,2026-09-15 12:56:05.644,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 12:56:09.956,9360,intra-frequency,False,none in 2 s,,,,,
XCAL15Sept,2026-09-15 12:56:13.768,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL15Sept,2026-09-15 12:56:15.166,9360,intra-frequency,True,,,,,unknown,399.0
XCAL15Sept,2026-09-15 12:56:15.768,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 12:56:28.975,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:56:30.772,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL15Sept,2026-09-15 12:57:00.674,9360,intra-frequency,True,A2,,1.0,640.0,intra-frequency,99.0
XCAL15Sept,2026-09-15 12:57:06.175,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL15Sept,2026-09-15 12:57:07.777,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 12:57:33.679,9360,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,398.0
XCAL15Sept,2026-09-15 12:57:38.481,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 12:57:58.756,9360,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,500.0
XCAL15Sept,2026-09-15 12:58:18.159,9360,intra-frequency,True,A1,,1.0,640.0,intra-frequency,2.0
XCAL15Sept,2026-09-15 12:58:23.458,9360,intra-frequency,True,A1,,1.0,640.0,intra-frequency,798.0
XCAL15Sept,2026-09-15 12:58:37.261,9360,intra-frequency,True,,,,,unknown,1501.0
XCAL15Sept,2026-09-15 13:05:04.565,250,inter-frequency,True,A1,,0.5,480.0,intra-frequency,199.0
XCAL15Sept,2026-09-15 13:05:32.739,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL15Sept,2026-09-15 13:05:34.535,40142,inter-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,1000.0
XCAL15Sept,2026-09-15 13:05:47.838,1600,inter-frequency,True,A5,,1.0,640.0,inter-frequency,102.0
XCAL15Sept,2026-09-15 13:05:48.640,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL15Sept,2026-09-15 13:05:56.242,1600,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,99.0
XCAL15Sept,2026-09-15 13:06:00.447,40538,inter-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,199.0
XCAL15Sept,2026-09-15 13:06:05.476,40142,inter-frequency,True,A1,,0.5,480.0,intra-frequency,1815.0
XCAL15Sept,2026-09-15 13:07:16.167,1600,inter-frequency,True,A1,,0.5,480.0,intra-frequency,798.0
XCAL15Sept,2026-09-15 13:07:45.587,1600,intra-frequency,True,A2,,1.0,640.0,intra-frequency,89.0
XCAL15Sept,2026-09-15 13:08:19.902,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 13:08:21.103,250,inter-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,194.0
XCAL15Sept,2026-09-15 13:08:23.510,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,6.0
XCAL15Sept,2026-09-15 13:08:41.708,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,601.0
XCAL15Sept,2026-09-15 13:09:02.146,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,200.0
XCAL15Sept,2026-09-15 13:09:02.848,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 13:09:09.854,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,103.0
XCAL15Sept,2026-09-15 13:09:11.652,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,89.0
XCAL15Sept,2026-09-15 13:09:18.874,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,93.0
XCAL15Sept,2026-09-15 13:09:20.975,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,94.0
XCAL15Sept,2026-09-15 13:09:23.701,1600,inter-frequency,True,A5,,1.0,320.0,inter-frequency,223.0
XCAL15Sept,2026-09-15 13:09:33.511,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,116.0
XCAL15Sept,2026-09-15 13:09:38.396,1600,intra-frequency,False,none in 2 s,,,,,
XCAL15Sept,2026-09-15 13:09:43.604,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL15Sept,2026-09-15 13:09:44.504,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 13:10:02.211,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL15Sept,2026-09-15 13:10:08.515,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,103.0
XCAL15Sept,2026-09-15 13:10:09.316,1600,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,303.0
