capture,delta,exec_s,margin,prev_gap_s,next_gap_s,target_pci,pci_tm2,pci_tm1,pci_t,pci_tp1,next_target_pci,hit_-2,hit_-1,hit_0,hit_1,isolated,clean
XCAL10Sept,0.457,0.0,0.5429999999999999,9000000000.0,19.512,154,154.0,154.0,154.0,154.0,61.0,1.0,1.0,1.0,1.0,True,True
XCAL10Sept,0.969,0.099,-0.06799999999999998,19.512,1.2,61,154.0,154.0,154.0,61.0,154.0,0.0,0.0,0.0,1.0,True,False
XCAL10Sept,0.169,0.0,0.831,1.2,4.637,154,154.0,61.0,154.0,154.0,364.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.806,0.076,0.11799999999999995,4.637,0.676,364,154.0,154.0,364.0,154.0,154.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.482,0.0,0.518,0.676,3.01,154,154.0,364.0,154.0,154.0,200.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.492,0.001,0.507,3.01,4.407,200,154.0,154.0,200.0,200.0,364.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.899,0.0,0.10099999999999998,4.407,6.904,364,200.0,200.0,364.0,364.0,371.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.803,0.001,0.19599999999999995,6.904,12.808,371,364.0,364.0,371.0,371.0,371.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.611,0.098,0.29100000000000004,12.808,2.199,371,371.0,371.0,371.0,371.0,389.0,1.0,1.0,1.0,1.0,True,True
XCAL10Sept,0.81,0.001,0.18899999999999995,2.199,1.2,389,371.0,371.0,389.0,389.0,369.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.01,0.001,0.989,1.2,8.734,369,389.0,389.0,369.0,369.0,369.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.744,0.002,0.254,8.734,5.5,369,369.0,369.0,369.0,369.0,200.0,1.0,1.0,1.0,1.0,True,True
XCAL10Sept,0.244,0.0,0.756,5.5,1.198,200,369.0,369.0,200.0,200.0,200.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.442,0.001,0.557,1.198,16.591,200,369.0,200.0,200.0,200.0,200.0,0.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.033,0.002,0.965,16.591,4.396,200,200.0,200.0,200.0,200.0,199.0,1.0,1.0,1.0,1.0,True,True
XCAL10Sept,0.429,0.0,0.571,4.396,17.949,199,200.0,200.0,199.0,199.0,382.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.378,0.001,0.621,17.949,6.907,382,199.0,199.0,382.0,382.0,382.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.285,0.001,0.7140000000000001,6.907,2.313,382,382.0,382.0,382.0,382.0,5.0,1.0,1.0,1.0,1.0,False,True
XCAL10Sept,0.598,0.085,0.317,2.313,6.12,5,382.0,382.0,5.0,5.0,58.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.718,0.076,0.20600000000000002,6.12,1.677,58,5.0,5.0,58.0,58.0,5.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.395,0.001,0.604,1.677,5.103,5,58.0,58.0,58.0,5.0,28.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.498,0.1,0.402,5.103,4.003,28,5.0,5.0,5.0,28.0,5.0,0.0,0.0,0.0,1.0,False,True
XCAL10Sept,0.501,0.001,0.498,4.003,61.396,5,28.0,28.0,28.0,5.0,49.0,0.0,0.0,0.0,1.0,False,True
XCAL10Sept,0.897,0.1,0.002999999999999975,61.396,2.316,49,49.0,49.0,49.0,49.0,49.0,1.0,1.0,1.0,1.0,True,True
XCAL10Sept,0.213,0.0,0.787,2.316,8.001,49,49.0,49.0,49.0,49.0,23.0,1.0,1.0,1.0,1.0,False,True
XCAL10Sept,0.214,0.0,0.786,8.001,13.119,23,49.0,49.0,23.0,23.0,71.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.333,0.001,0.666,13.119,1.799,71,491.0,491.0,491.0,71.0,71.0,0.0,0.0,0.0,1.0,True,False
XCAL10Sept,0.132,0.001,0.867,1.799,8.51,71,491.0,71.0,71.0,71.0,77.0,0.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.642,0.102,0.256,8.51,231.179,77,71.0,71.0,71.0,77.0,291.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.821,0.001,0.17800000000000005,231.179,4.204,291,288.0,288.0,288.0,291.0,291.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.025,0.001,0.974,4.204,0.599,291,291.0,291.0,288.0,288.0,288.0,1.0,1.0,0.0,0.0,False,False
XCAL10Sept,0.624,0.1,0.276,0.599,1.905,288,291.0,291.0,288.0,288.0,291.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.529,0.001,0.47,1.905,16.797,291,288.0,288.0,288.0,291.0,292.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.326,0.0,0.6739999999999999,16.797,3.004,292,291.0,291.0,291.0,292.0,292.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.33,0.0,0.6699999999999999,3.004,3.5,292,292.0,292.0,292.0,292.0,150.0,1.0,1.0,1.0,1.0,False,True
XCAL10Sept,0.83,0.001,0.16900000000000004,3.5,3.898,150,292.0,292.0,150.0,150.0,292.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.728,0.001,0.271,3.898,15.202,292,150.0,150.0,292.0,292.0,37.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.93,0.001,0.06899999999999995,15.202,52.242,37,292.0,292.0,37.0,37.0,131.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.172,0.001,0.8270000000000001,52.242,0.997,131,37.0,37.0,131.0,37.0,37.0,0.0,0.0,1.0,0.0,True,False
XCAL10Sept,0.169,0.001,0.83,0.997,4.894,37,37.0,131.0,37.0,37.0,328.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.063,0.001,0.936,4.894,20.633,328,37.0,37.0,328.0,328.0,308.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.696,0.089,0.21500000000000005,20.633,39.433,308,328.0,328.0,308.0,308.0,1.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.129,0.001,0.87,39.433,6.288,1,197.0,197.0,1.0,1.0,197.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.417,0.1,0.483,6.288,9.429,197,1.0,1.0,197.0,197.0,225.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.846,0.001,0.15300000000000002,9.429,34.103,225,197.0,197.0,197.0,225.0,196.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.949,0.001,0.050000000000000044,34.103,10.506,196,225.0,225.0,225.0,196.0,195.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.455,0.001,0.5439999999999999,10.506,1.598,195,196.0,196.0,195.0,195.0,196.0,0.0,0.0,1.0,1.0,True,False
XCAL10Sept,0.053,0.001,0.946,1.598,4.603,196,195.0,195.0,196.0,196.0,195.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.656,0.001,0.34299999999999997,4.603,6.465,195,196.0,196.0,195.0,195.0,195.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.121,0.001,0.878,6.465,10.303,195,195.0,195.0,195.0,195.0,196.0,1.0,1.0,1.0,1.0,False,True
XCAL10Sept,0.424,0.001,0.5750000000000001,10.303,11.999,196,195.0,195.0,195.0,196.0,501.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.423,0.001,0.576,11.999,19.913,501,196.0,196.0,501.0,501.0,40.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.336,0.0,0.6639999999999999,19.913,1.1,40,501.0,501.0,501.0,501.0,501.0,0.0,0.0,0.0,0.0,True,False
XCAL10Sept,0.436,0.001,0.5630000000000001,1.1,7.304,501,501.0,501.0,501.0,501.0,40.0,1.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.74,0.001,0.259,7.304,3.01,40,501.0,501.0,40.0,40.0,501.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.75,0.001,0.249,3.01,4.897,501,40.0,40.0,501.0,501.0,40.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.647,0.099,0.254,4.897,1.106,40,501.0,501.0,501.0,40.0,41.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.753,0.101,0.146,1.106,47.712,41,501.0,501.0,40.0,41.0,110.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.465,0.001,0.5339999999999999,47.712,6.201,110,41.0,41.0,41.0,110.0,42.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.666,0.001,0.33299999999999996,6.201,30.726,42,110.0,110.0,42.0,42.0,55.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.392,0.001,0.607,30.726,1.306,55,110.0,110.0,110.0,55.0,1.0,0.0,0.0,0.0,1.0,True,False
XCAL10Sept,0.698,0.001,0.30100000000000005,1.306,3.099,1,110.0,110.0,55.0,1.0,207.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.797,0.001,0.20199999999999996,3.099,1.105,207,1.0,1.0,207.0,207.0,55.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.902,0.001,0.09699999999999998,1.105,1.403,55,1.0,207.0,207.0,55.0,55.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.305,0.1,0.5950000000000001,1.403,2.0,55,207.0,55.0,55.0,55.0,207.0,0.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.305,0.001,0.6940000000000001,2.0,2.599,207,55.0,55.0,207.0,207.0,1.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.904,0.0,0.09599999999999997,2.599,7.7,1,207.0,207.0,207.0,1.0,55.0,0.0,0.0,0.0,1.0,False,True
XCAL10Sept,0.604,0.001,0.395,7.7,4.903,55,1.0,1.0,55.0,55.0,243.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.507,0.001,0.492,4.903,2.701,243,55.0,55.0,243.0,243.0,56.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.208,0.0,0.792,2.701,10.112,56,243.0,243.0,243.0,56.0,243.0,0.0,0.0,0.0,1.0,False,True
XCAL10Sept,0.32,0.001,0.6789999999999999,10.112,6.838,243,56.0,56.0,243.0,243.0,244.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.158,0.0,0.842,6.838,36.006,244,243.0,243.0,244.0,244.0,259.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.164,0.096,0.74,36.006,4.797,259,244.0,244.0,259.0,259.0,244.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.961,0.0,0.039000000000000035,4.797,5.308,244,259.0,259.0,244.0,244.0,259.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.269,0.001,0.73,5.308,3.007,259,244.0,244.0,259.0,259.0,244.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.276,0.001,0.723,3.007,4.795,244,259.0,259.0,244.0,244.0,29.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.071,0.001,0.928,4.795,0.599,29,244.0,244.0,244.0,244.0,244.0,0.0,0.0,0.0,0.0,False,False
XCAL10Sept,0.67,0.001,0.32899999999999996,0.599,1.006,244,244.0,244.0,244.0,244.0,259.0,1.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.676,0.1,0.22399999999999995,1.006,3.606,259,244.0,244.0,244.0,259.0,281.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.282,0.001,0.717,3.606,9.107,281,259.0,259.0,281.0,281.0,259.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.389,0.001,0.61,9.107,2.298,259,281.0,281.0,259.0,259.0,27.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.687,0.0,0.31299999999999994,2.298,3.204,27,259.0,259.0,27.0,27.0,29.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.891,0.001,0.10799999999999998,3.204,3.7,29,27.0,27.0,29.0,29.0,27.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.591,0.098,0.31100000000000005,3.7,1.299,27,29.0,29.0,27.0,29.0,29.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.89,0.0,0.10999999999999999,1.299,4.919,29,29.0,27.0,29.0,29.0,27.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.809,0.001,0.18999999999999995,4.919,1.6,27,29.0,29.0,27.0,27.0,91.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.409,0.0,0.591,1.6,1.188,91,27.0,27.0,91.0,27.0,27.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.597,0.001,0.402,1.188,2.401,27,27.0,91.0,27.0,27.0,91.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.998,0.001,0.0010000000000000018,2.401,8.5,91,27.0,27.0,27.0,91.0,280.0,0.0,0.0,0.0,1.0,False,True
XCAL10Sept,0.498,0.001,0.501,8.5,2.801,280,91.0,91.0,280.0,280.0,265.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.299,0.001,0.7000000000000001,2.801,4.006,265,280.0,280.0,265.0,265.0,280.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.305,0.105,0.5900000000000001,4.006,2.014,280,265.0,265.0,280.0,280.0,270.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.319,0.096,0.5850000000000001,2.014,5.597,270,280.0,280.0,270.0,270.0,280.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.916,0.001,0.08299999999999996,5.597,2.02,280,270.0,270.0,280.0,280.0,270.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.936,0.094,-0.030000000000000054,2.02,1.501,270,280.0,280.0,280.0,270.0,33.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.437,0.0,0.563,1.501,1.902,33,280.0,270.0,270.0,33.0,33.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.339,0.0,0.661,1.902,1.3,33,270.0,33.0,33.0,280.0,280.0,0.0,1.0,1.0,0.0,False,False
XCAL10Sept,0.639,0.001,0.36,1.3,7.601,280,33.0,33.0,280.0,280.0,42.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.24,0.001,0.759,7.601,1.422,42,280.0,280.0,42.0,42.0,42.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.662,0.079,0.25899999999999995,1.422,11.481,42,280.0,42.0,42.0,42.0,42.0,0.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.143,0.0,0.857,11.481,2.101,42,265.0,265.0,42.0,42.0,265.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.244,0.001,0.755,2.101,0.501,265,42.0,42.0,265.0,42.0,42.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.745,0.001,0.254,0.501,1.704,42,42.0,42.0,265.0,42.0,29.0,1.0,1.0,0.0,1.0,False,False
XCAL10Sept,0.449,0.1,0.45099999999999996,1.704,3.308,29,265.0,42.0,42.0,29.0,42.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.757,0.0,0.243,3.308,1.394,42,29.0,29.0,29.0,42.0,29.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.151,0.001,0.848,1.394,4.036,29,29.0,42.0,29.0,29.0,264.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.187,0.077,0.736,4.036,17.504,264,29.0,29.0,264.0,264.0,92.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.691,0.001,0.30800000000000005,17.504,8.75,92,264.0,264.0,92.0,92.0,493.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.441,0.0,0.5589999999999999,8.75,141.699,493,92.0,92.0,92.0,493.0,3.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.14,0.0,0.86,141.699,2.727,3,380.0,380.0,3.0,3.0,380.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.867,0.0,0.133,2.727,2.4,380,3.0,3.0,380.0,380.0,3.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.267,0.001,0.732,2.4,2.178,3,380.0,380.0,3.0,3.0,49.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.445,0.001,0.5539999999999999,2.178,8.501,49,3.0,3.0,3.0,49.0,380.0,0.0,0.0,0.0,1.0,False,True
XCAL10Sept,0.946,0.001,0.05300000000000005,8.501,2.401,380,49.0,49.0,49.0,380.0,49.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.347,0.0,0.653,2.401,2.801,49,380.0,380.0,49.0,49.0,3.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.148,0.001,0.851,2.801,2.285,3,49.0,49.0,3.0,3.0,49.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.433,0.001,0.566,2.285,3.117,49,3.0,3.0,49.0,49.0,380.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.55,0.0,0.44999999999999996,3.117,15.938,380,49.0,49.0,380.0,380.0,378.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.488,0.001,0.511,15.938,15.204,378,380.0,380.0,380.0,378.0,49.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.692,0.001,0.30700000000000005,15.204,3.806,49,378.0,378.0,378.0,49.0,89.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.498,0.001,0.501,3.806,55.009,89,49.0,49.0,89.0,89.0,88.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.507,0.002,0.491,55.009,1.895,88,56.0,56.0,88.0,88.0,56.0,0.0,0.0,1.0,1.0,True,False
XCAL10Sept,0.402,0.0,0.598,1.895,1.899,56,88.0,88.0,56.0,56.0,51.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.301,0.001,0.6980000000000001,1.899,23.595,51,56.0,56.0,51.0,51.0,56.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.896,0.001,0.10299999999999998,23.595,1.902,56,51.0,51.0,51.0,56.0,51.0,0.0,0.0,0.0,1.0,True,False
XCAL10Sept,0.798,0.0,0.20199999999999996,1.902,4.901,51,51.0,56.0,51.0,51.0,54.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.699,0.0,0.30100000000000005,4.901,5.805,54,51.0,51.0,54.0,54.0,56.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.504,0.001,0.495,5.805,8.52,56,54.0,54.0,56.0,56.0,54.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.024,0.0,0.976,8.52,1.509,54,56.0,56.0,54.0,54.0,54.0,0.0,0.0,1.0,1.0,True,False
XCAL10Sept,0.533,0.09,0.377,1.509,14.9,54,56.0,54.0,54.0,54.0,54.0,0.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.433,0.001,0.566,14.9,32.323,54,54.0,54.0,54.0,54.0,88.0,1.0,1.0,1.0,1.0,True,True
XCAL10Sept,0.756,0.09,0.154,32.323,1.905,88,54.0,54.0,88.0,88.0,243.0,0.0,0.0,1.0,1.0,True,False
XCAL10Sept,0.661,0.095,0.24399999999999997,1.905,1.004,243,88.0,88.0,243.0,88.0,88.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.665,0.0,0.33499999999999996,1.004,4.398,88,88.0,243.0,88.0,88.0,54.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.063,0.0,0.937,4.398,4.406,54,88.0,88.0,54.0,54.0,243.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.469,0.0,0.531,4.406,0.501,243,54.0,54.0,243.0,37.0,54.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.97,0.0,0.030000000000000027,0.501,0.605,54,54.0,54.0,243.0,37.0,37.0,1.0,1.0,0.0,0.0,False,False
XCAL10Sept,0.575,0.099,0.32600000000000007,0.605,1.902,37,54.0,243.0,37.0,37.0,54.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.477,0.0,0.523,1.902,3.717,54,37.0,37.0,54.0,54.0,243.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.194,0.001,0.805,3.717,0.587,243,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,False,False
XCAL10Sept,0.781,0.098,0.12099999999999997,0.587,1.9,54,54.0,54.0,54.0,54.0,88.0,1.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.681,0.099,0.21999999999999995,1.9,0.801,88,54.0,54.0,88.0,243.0,243.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.482,0.0,0.518,0.801,1.983,243,54.0,88.0,243.0,140.0,37.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.465,0.001,0.5339999999999999,1.983,5.998,37,243.0,140.0,37.0,37.0,54.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.463,0.001,0.5359999999999999,5.998,1.003,54,37.0,37.0,54.0,243.0,243.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.466,0.0,0.534,1.003,2.3,243,37.0,54.0,243.0,243.0,39.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.766,0.0,0.23399999999999999,2.3,8.202,39,243.0,243.0,39.0,39.0,37.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.968,0.0,0.03200000000000003,8.202,1.602,37,39.0,39.0,39.0,37.0,54.0,0.0,0.0,0.0,1.0,True,False
XCAL10Sept,0.57,0.0,0.43000000000000005,1.602,40.952,54,39.0,37.0,54.0,54.0,56.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.522,0.001,0.477,40.952,30.498,56,54.0,54.0,54.0,56.0,89.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.02,0.0,0.98,30.498,35.724,89,56.0,56.0,89.0,89.0,89.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.744,0.001,0.255,35.724,35.413,89,89.0,89.0,89.0,89.0,49.0,1.0,1.0,1.0,1.0,True,True
XCAL10Sept,0.157,0.0,0.843,35.413,2.505,49,89.0,89.0,49.0,49.0,378.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.662,0.001,0.33699999999999997,2.505,1.608,378,49.0,49.0,49.0,378.0,378.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.27,0.096,0.634,1.608,20.113,378,49.0,378.0,378.0,378.0,380.0,0.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.383,0.096,0.521,20.113,5.502,380,378.0,378.0,378.0,380.0,380.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.885,0.001,0.11399999999999999,5.502,2.697,380,380.0,380.0,380.0,380.0,89.0,1.0,1.0,1.0,1.0,False,True
XCAL10Sept,0.582,0.001,0.41700000000000004,2.697,0.507,89,380.0,380.0,89.0,49.0,49.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.089,0.094,0.8170000000000001,0.507,3.334,49,380.0,89.0,49.0,49.0,380.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.423,0.001,0.576,3.334,3.601,380,49.0,49.0,380.0,380.0,3.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.024,0.0,0.976,3.601,2.205,3,380.0,380.0,3.0,3.0,49.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.229,0.001,0.77,2.205,4.301,49,3.0,3.0,3.0,49.0,380.0,0.0,0.0,0.0,1.0,False,True
XCAL10Sept,0.53,0.0,0.47,4.301,1.904,380,49.0,49.0,49.0,380.0,49.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.434,0.0,0.5660000000000001,1.904,1.601,49,49.0,380.0,380.0,49.0,380.0,1.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.035,0.001,0.964,1.601,0.699,380,380.0,49.0,380.0,49.0,49.0,1.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.734,0.001,0.265,0.699,1.5,49,380.0,49.0,380.0,49.0,50.0,0.0,1.0,0.0,1.0,False,False
XCAL10Sept,0.234,0.101,0.665,1.5,0.907,50,380.0,49.0,49.0,50.0,380.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.141,0.094,0.765,0.907,3.995,380,49.0,49.0,50.0,380.0,3.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.136,0.002,0.862,3.995,0.913,3,380.0,380.0,3.0,380.0,380.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.049,0.099,0.852,0.913,30.305,380,380.0,3.0,380.0,380.0,380.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.354,0.0,0.646,30.305,0.503,380,380.0,380.0,380.0,380.0,380.0,1.0,1.0,1.0,1.0,True,False
XCAL10Sept,0.857,0.001,0.14200000000000002,0.503,1.298,380,380.0,380.0,380.0,380.0,380.0,1.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.155,0.0,0.845,1.298,7.572,380,380.0,380.0,380.0,380.0,12.0,1.0,1.0,1.0,1.0,False,False
XCAL10Sept,0.727,0.001,0.272,7.572,5.302,12,380.0,380.0,12.0,12.0,13.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.029,0.0,0.971,5.302,0.703,13,12.0,12.0,13.0,12.0,12.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.732,0.0,0.268,0.703,17.408,12,12.0,12.0,13.0,12.0,14.0,1.0,1.0,0.0,1.0,False,False
XCAL10Sept,0.14,0.0,0.86,17.408,1.901,14,12.0,12.0,14.0,14.0,113.0,0.0,0.0,1.0,1.0,True,False
XCAL10Sept,0.041,0.001,0.958,1.901,1.501,113,14.0,14.0,113.0,113.0,12.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.542,0.0,0.45799999999999996,1.501,16.605,12,14.0,113.0,113.0,12.0,493.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.147,0.002,0.851,16.605,21.01,493,12.0,12.0,12.0,493.0,27.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.157,0.0,0.843,21.01,7.301,27,493.0,493.0,493.0,27.0,265.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.458,0.0,0.542,7.301,8.214,265,27.0,27.0,27.0,265.0,264.0,0.0,0.0,0.0,1.0,False,True
XCAL10Sept,0.672,0.001,0.32699999999999996,8.214,0.495,264,264.0,264.0,264.0,264.0,29.0,1.0,1.0,1.0,1.0,True,False
XCAL10Sept,0.167,0.001,0.832,0.495,16.703,29,264.0,264.0,264.0,29.0,42.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.87,0.0,0.13,16.703,3.4,42,29.0,29.0,29.0,42.0,29.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.27,0.001,0.729,3.4,1.999,29,42.0,42.0,42.0,29.0,270.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.269,0.001,0.73,1.999,1.209,270,42.0,29.0,29.0,280.0,280.0,0.0,0.0,0.0,0.0,False,False
XCAL10Sept,0.478,0.001,0.521,1.209,1.398,280,29.0,29.0,280.0,280.0,33.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.876,0.098,0.025999999999999995,1.398,1.401,33,29.0,280.0,280.0,33.0,270.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.277,0.1,0.623,1.401,2.703,270,280.0,33.0,33.0,270.0,280.0,0.0,0.0,0.0,1.0,False,False
