capture,delta,exec_s,margin,prev_gap_s,next_gap_s,target_pci,pci_tm2,pci_tm1,pci_t,pci_tp1,next_target_pci,hit_-2,hit_-1,hit_0,hit_1,isolated,clean
XCAL15Sept,0.565,0.001,0.43400000000000005,387.304,28.174,290,476.0,476.0,290.0,290.0,56.0,0.0,0.0,1.0,1.0,True,True
XCAL15Sept,0.739,0.001,0.26,28.174,1.796,56,290.0,290.0,56.0,56.0,411.0,0.0,0.0,1.0,1.0,True,False
XCAL15Sept,0.535,0.001,0.46399999999999997,1.796,13.303,411,56.0,56.0,56.0,411.0,290.0,0.0,0.0,0.0,1.0,False,False
XCAL15Sept,0.838,0.001,0.16100000000000003,13.303,0.802,290,411.0,411.0,290.0,241.0,241.0,0.0,0.0,1.0,0.0,True,False
XCAL15Sept,0.64,0.0,0.36,0.802,7.602,241,411.0,290.0,241.0,241.0,184.0,0.0,0.0,1.0,1.0,False,False
XCAL15Sept,0.242,0.001,0.757,7.602,4.205,184,241.0,241.0,241.0,184.0,184.0,0.0,0.0,0.0,1.0,False,True
XCAL15Sept,0.447,0.001,0.5519999999999999,4.205,5.029,184,184.0,184.0,184.0,184.0,184.0,1.0,1.0,1.0,1.0,False,True
XCAL15Sept,0.476,0.081,0.443,5.029,70.691,184,184.0,184.0,184.0,184.0,185.0,1.0,1.0,1.0,1.0,False,True
XCAL15Sept,0.167,0.001,0.832,70.691,29.42,185,184.0,184.0,185.0,185.0,172.0,0.0,0.0,1.0,1.0,True,True
XCAL15Sept,0.587,0.0,0.41300000000000003,29.42,34.315,172,185.0,185.0,172.0,172.0,171.0,0.0,0.0,1.0,1.0,True,True
XCAL15Sept,0.902,0.001,0.09699999999999998,34.315,1.201,171,172.0,172.0,171.0,171.0,171.0,0.0,0.0,1.0,1.0,True,False
XCAL15Sept,0.103,0.001,0.896,1.201,2.407,171,171.0,171.0,171.0,171.0,72.0,1.0,1.0,1.0,1.0,False,False
XCAL15Sept,0.51,0.093,0.397,2.407,18.198,72,171.0,171.0,72.0,72.0,73.0,0.0,0.0,1.0,1.0,False,True
XCAL15Sept,0.708,0.001,0.29100000000000004,18.198,20.438,73,72.0,72.0,73.0,73.0,270.0,0.0,0.0,1.0,1.0,True,True
XCAL15Sept,0.146,0.001,0.853,20.438,0.702,270,73.0,73.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,True,False
XCAL15Sept,0.848,0.001,0.15100000000000002,0.702,7.006,73,73.0,73.0,73.0,73.0,272.0,1.0,1.0,1.0,1.0,False,False
XCAL15Sept,0.854,0.001,0.14500000000000002,7.006,1.798,272,73.0,73.0,272.0,272.0,73.0,0.0,0.0,1.0,1.0,False,False
XCAL15Sept,0.652,0.001,0.347,1.798,7.222,73,272.0,272.0,73.0,73.0,193.0,0.0,0.0,1.0,1.0,False,False
XCAL15Sept,0.874,0.001,0.125,7.222,2.101,193,73.0,73.0,73.0,193.0,292.0,0.0,0.0,0.0,1.0,False,True
XCAL15Sept,0.975,0.001,0.02400000000000002,2.101,2.726,292,73.0,193.0,193.0,292.0,292.0,0.0,0.0,0.0,1.0,False,True
XCAL15Sept,0.701,0.093,0.20600000000000004,2.726,9.81,292,292.0,292.0,292.0,292.0,291.0,1.0,1.0,1.0,1.0,False,True
XCAL15Sept,0.511,0.003,0.486,9.81,4.885,291,292.0,292.0,291.0,291.0,24.0,0.0,0.0,1.0,1.0,True,True
XCAL15Sept,0.396,0.001,0.603,4.885,5.208,24,291.0,291.0,24.0,24.0,291.0,0.0,0.0,1.0,1.0,False,True
XCAL15Sept,0.604,0.001,0.395,5.208,0.9,291,24.0,24.0,291.0,24.0,24.0,0.0,0.0,1.0,0.0,False,False
XCAL15Sept,0.504,0.0,0.496,0.9,17.707,24,24.0,291.0,24.0,24.0,26.0,1.0,0.0,1.0,1.0,False,False
XCAL15Sept,0.211,0.0,0.789,17.707,6.304,26,24.0,24.0,26.0,26.0,169.0,0.0,0.0,1.0,1.0,True,True
XCAL15Sept,0.515,0.0,0.485,6.304,0.801,169,26.0,26.0,169.0,26.0,26.0,0.0,0.0,1.0,0.0,False,False
XCAL15Sept,0.316,0.102,0.582,0.801,9000000000.0,26,26.0,169.0,26.0,26.0,,1.0,0.0,1.0,1.0,False,False
