learner,held_out_capture,horizon_s,n,prevalence,auprc,lift,auroc,ece,brier
History block only (LightGBM),15 Sept (highway),0.5,2205,0.022222222222222223,0.0413030770426097,1.8586384669174365,0.6647514293286887,0.020810589646344732,0.022051513680313117
History block only (LightGBM),15 Sept (highway),1.0,2205,0.050793650793650794,0.07483484892269834,1.4733110881656237,0.612677888881305,0.030073136876282106,0.049083866737504096
History block only (LightGBM),15 Sept (highway),2.0,2205,0.09523809523809523,0.13540876757752088,1.4217920595639693,0.6095918367346939,0.044658546544460824,0.0877105125537887
History block only (LightGBM),15 Sept (highway),3.0,2205,0.1360544217687075,0.19410008015986202,1.4266355891749858,0.6098363954505687,0.06487723312719924,0.11949902290965507
History block only (LightGBM),15 Sept (highway),5.0,2205,0.20770975056689342,0.2932611501723669,1.4118795548691465,0.6012671754198714,0.08168867805583957,0.16550700615645467
Hawkes-kernel intensity (LR),10 Sept (urban arterial),0.5,2178,0.050045913682277315,0.09846900036201398,1.9675732365914353,0.6855237428000053,0.020709905569887322,0.046964360020281586
Hawkes-kernel intensity (LR),10 Sept (urban arterial),1.0,2178,0.08356290174471992,0.1470275797815271,1.7594838943086049,0.6825601752956464,0.029076662958143765,0.07511575496768999
Hawkes-kernel intensity (LR),10 Sept (urban arterial),2.0,2178,0.15335169880624427,0.26109121672258107,1.702564880304735,0.687323833894034,0.05406814195944226,0.12513688018146127
Hawkes-kernel intensity (LR),10 Sept (urban arterial),3.0,2178,0.21212121212121213,0.3447086933032542,1.6250552684296269,0.6910021796385433,0.07269919310144174,0.1592594501945008
Hawkes-kernel intensity (LR),10 Sept (urban arterial),5.0,2178,0.3122130394857668,0.4959740832176812,1.588575813600161,0.7069985470823844,0.1013836501058951,0.19876865967498325
Hawkes-kernel intensity (LR),12 Sept (urban loop),0.5,1131,0.042440318302387266,0.08402484687649729,1.9798354545274675,0.6817674669128962,0.01632109867017714,0.04006156850540859
Hawkes-kernel intensity (LR),12 Sept (urban loop),1.0,1131,0.07957559681697612,0.14668308499350557,1.84331743475172,0.6735137154445512,0.025427105326240953,0.07144463620277472
Hawkes-kernel intensity (LR),12 Sept (urban loop),2.0,1131,0.14588859416445624,0.2512273172009837,1.7220490651776517,0.6767488550097246,0.032915540140938296,0.11916091479068469
Hawkes-kernel intensity (LR),12 Sept (urban loop),3.0,1131,0.19982316534040673,0.3331454864630332,1.6672015273880112,0.6749058817777344,0.04251562899059572,0.15043167399120547
Hawkes-kernel intensity (LR),12 Sept (urban loop),5.0,1131,0.28470380194518125,0.43577066428237765,1.5306106251657428,0.664018533731545,0.06649277573543876,0.19038440970245007
Hawkes-kernel intensity (LR),13 Sept (dense urban),0.5,3072,0.036783854166666664,0.07248008845536107,1.9704321392466302,0.6522264457916002,0.01153546262893381,0.035038730830231436
Hawkes-kernel intensity (LR),13 Sept (dense urban),1.0,3072,0.06477864583333333,0.12230823503457744,1.8880949649558891,0.659022575459966,0.017010030274304064,0.05946522074569891
Hawkes-kernel intensity (LR),13 Sept (dense urban),2.0,3072,0.12076822916666667,0.20754489720362584,1.7185388792709935,0.6565083711633207,0.026599754540718785,0.10309185454490721
Hawkes-kernel intensity (LR),13 Sept (dense urban),3.0,3072,0.1708984375,0.2854426539501428,1.6702473008282641,0.6574158206667041,0.0349571573509982,0.13566915982544978
Hawkes-kernel intensity (LR),13 Sept (dense urban),5.0,3072,0.2548828125,0.4034171467534552,1.5827553956917169,0.6558335802245957,0.0425081411974926,0.17830362407566377
Hawkes-kernel intensity (LR),15 Sept (highway),0.5,2205,0.022222222222222223,0.04100944493477607,1.845425022064923,0.6984495096739994,0.02129401874069686,0.02202998102069182
Hawkes-kernel intensity (LR),15 Sept (highway),1.0,2205,0.050793650793650794,0.07698194169520131,1.5155819771242758,0.6384163197051396,0.029222443063869563,0.04848331592089391
Hawkes-kernel intensity (LR),15 Sept (highway),2.0,2205,0.09523809523809523,0.13600945498822561,1.428099277376369,0.6399427139276764,0.043181985776376365,0.08704521447074653
Hawkes-kernel intensity (LR),15 Sept (highway),3.0,2205,0.1360544217687075,0.1917253935256989,1.4091816424138868,0.6439440069991251,0.05206327573986429,0.1185303263182612
Hawkes-kernel intensity (LR),15 Sept (highway),5.0,2205,0.20770975056689342,0.2893415329400995,1.3930089085871604,0.6503538192734645,0.06729567992628946,0.16426540581429727
