purge_s,auprc_1s_blocked,auprc_1s_loco,inflation_vs_loco_%
0,0.16259562893779717,0.15684029273020644,3.6695520694359773
30,0.16167377220421703,0.15684029273020644,3.081784272313892
60,0.15934709707305753,0.15684029273020644,1.5983165417596146
90,0.1504481699487486,0.15684029273020644,-4.07556162398488
120,0.15348483500794624,0.15684029273020644,-2.1394105199945
180,0.14810916977151387,0.15684029273020644,-5.56688769620679
