handovers,attributed_to_a_report_within_2s,attributed_A3,A3_positive_offset,A3_zero_offset,A3_negative_offset,A3_positive_share_of_A3,A5,A4,A2,A1,periodical,median_ms_report_to_command
957,927,651,487,0,164,0.7480798771121352,79,66,11,51,21,100.0
