cap,did,lat,lon,serving_rsrp,speed_kmh
1,3,23.86401,90.40009,-88.0,44.0
1,3,23.86389,90.40008,-90.0,45.0
1,3,23.86378,90.40007,-88.0,46.0
1,3,23.86366,90.40007,-81.0,47.0
1,3,23.86355,90.40006,-82.0,47.0
1,3,23.86343,90.40005,-82.0,47.0
1,3,23.86331,90.40004,-79.0,46.0
1,3,23.8632,90.40003,-78.0,47.0
1,3,23.86307,90.40002,-76.0,48.0
1,3,23.86295,90.40002,-80.0,49.0
1,3,23.86283,90.40001,-83.0,49.0
1,3,23.86271,90.40001,-81.0,48.0
1,3,23.86259,90.40001,-78.0,47.0
1,3,23.86247,90.40001,-77.0,47.0
1,3,23.86235,90.40001,-70.0,46.0
1,3,23.86223,90.40001,-70.0,46.0
1,3,23.86212,90.40002,-70.0,45.0
1,3,23.86201,90.40003,-67.0,45.0
1,3,23.86189,90.40004,-74.0,46.0
1,3,23.86178,90.40006,-74.0,45.0
1,3,23.86167,90.40008,-66.0,45.0
1,3,23.86157,90.4001,-69.0,42.0
1,3,23.86146,90.40013,-64.0,42.0
1,3,23.86136,90.40015,-66.0,41.0
1,3,23.86126,90.40018,-67.0,41.0
1,3,23.86116,90.40021,-68.0,41.0
1,3,23.86106,90.40024,-70.0,40.0
1,3,23.86096,90.40027,-63.0,39.0
1,3,23.86086,90.4003,-67.0,40.0
1,3,23.86076,90.40033,-64.0,41.0
1,3,23.86066,90.40037,-63.0,41.0
1,3,23.86057,90.40041,-63.0,40.0
1,3,23.86048,90.40046,-62.0,41.0
1,3,23.86038,90.4005,-62.0,42.0
1,3,23.86029,90.40056,-64.0,42.0
1,3,23.8602,90.40062,-73.0,42.0
1,3,23.86012,90.40067,-68.0,42.0
1,3,23.86004,90.40074,-68.0,41.0
1,3,23.85995,90.40079,-70.0,39.0
1,3,23.85987,90.40085,-70.0,38.0
1,3,23.8598,90.40091,-71.0,38.0
1,3,23.85972,90.40098,-73.0,37.0
1,3,23.8597,90.40105,-73.0,35.0
1,3,23.85964,90.40111,-84.0,35.0
1,3,23.85956,90.40117,-78.0,35.0
1,3,23.85948,90.40123,-83.0,35.0
1,3,23.85941,90.40128,-86.0,34.0
1,3,23.85934,90.40133,-83.0,32.0
1,3,23.85927,90.40139,-84.0,32.0
1,3,23.85921,90.40144,-86.0,30.0
1,3,23.85915,90.4015,-83.0,31.0
1,3,23.85909,90.40155,-82.0,31.0
1,3,23.85903,90.4016,-82.0,29.0
1,3,23.85898,90.40165,-81.0,25.0
1,3,23.85894,90.40168,-78.0,22.0
1,3,23.8589,90.40171,-75.0,20.0
1,3,23.85885,90.40174,-76.0,16.0
1,3,23.85882,90.40177,-75.0,15.0
1,3,23.8588,90.4018,-77.0,16.0
1,3,23.85877,90.40182,-73.0,17.0
1,3,23.85874,90.40185,-72.0,17.0
1,3,23.85872,90.40186,-76.0,12.0
1,3,23.85871,90.40188,-75.0,8.0
1,3,23.85871,90.40188,-74.0,2.0
1,3,23.85873,90.40188,-74.0,1.0
1,3,23.85874,90.40187,-74.0,2.0
1,3,23.85875,90.40188,-72.0,2.0
1,3,23.85875,90.40188,-73.0,3.0
1,4,23.85875,90.40189,-72.0,4.0
1,4,23.85874,90.4019,-74.0,5.0
1,4,23.85873,90.4019,-70.0,7.0
1,4,23.85872,90.40191,-70.0,7.0
1,4,23.8587,90.40192,-69.0,10.0
1,4,23.85868,90.40194,-70.0,12.0
1,4,23.85866,90.40196,-68.0,13.0
1,4,23.85864,90.40198,-68.0,12.0
1,4,23.85862,90.402,-71.0,10.0
1,4,23.85859,90.40202,-65.0,11.0
1,4,23.85857,90.40205,-65.0,13.0
1,4,23.85855,90.40208,-63.0,16.0
1,4,23.85852,90.40211,-61.0,18.0
1,4,23.85848,90.40215,-55.0,19.0
1,4,23.85845,90.40219,-54.0,20.0
1,4,23.85841,90.40222,-54.0,17.0
1,4,23.85838,90.40224,-54.0,12.0
1,4,23.85835,90.40226,-56.0,13.0
1,4,23.85832,90.40229,-57.0,15.0
1,4,23.85826,90.40234,-56.0,16.0
1,4,23.85826,90.40234,-57.0,16.0
1,4,23.85821,90.40238,-57.0,21.0
1,4,23.85817,90.40243,-56.0,25.0
1,4,23.85811,90.40248,-63.0,28.0
1,4,23.85805,90.40253,-68.0,29.0
1,4,23.85798,90.40259,-67.0,32.0
1,4,23.85792,90.40265,-73.0,33.0
1,4,23.85786,90.40271,-72.0,33.0
1,4,23.85781,90.40278,-77.0,35.0
1,4,23.85774,90.40285,-81.0,37.0
1,4,23.85766,90.40292,-81.0,38.0
1,4,23.85759,90.40298,-86.0,38.0
1,4,23.8575,90.40305,-84.0,37.0
1,4,23.85741,90.40311,-86.0,39.0
1,4,23.85731,90.40317,-88.0,41.0
1,4,23.85722,90.40324,-87.0,42.0
1,4,23.85713,90.40331,-78.0,43.0
1,4,23.85704,90.40338,-87.0,44.0
1,4,23.85693,90.40345,-87.0,45.0
1,4,23.85684,90.40352,-83.0,45.0
1,4,23.85674,90.40359,-84.0,46.0
1,4,23.85663,90.40366,-86.0,47.0
1,4,23.85652,90.40373,-83.0,48.0
1,4,23.85641,90.4038,-84.0,47.0
1,4,23.85631,90.40387,-78.0,44.0
1,4,23.85621,90.40394,-79.0,40.0
1,4,23.85614,90.404,-75.0,36.0
1,4,23.85606,90.40405,-83.0,35.0
1,4,23.85599,90.40411,-84.0,35.0
1,4,23.85591,90.40417,-81.0,37.0
1,4,23.85583,90.40422,-72.0,38.0
1,4,23.85575,90.40429,-73.0,39.0
1,4,23.85567,90.40435,-72.0,40.0
1,4,23.85559,90.40442,-77.0,40.0
1,4,23.85551,90.40449,-68.0,41.0
1,4,23.85543,90.40455,-72.0,42.0
1,4,23.85534,90.40462,-71.0,42.0
1,4,23.85526,90.40469,-70.0,42.0
1,4,23.85517,90.40476,-65.0,43.0
1,4,23.85509,90.40483,-68.0,44.0
