cap,did,lat,lon,serving_rsrp,speed_kmh
1,15,23.77794,90.39783,-92.0,48.0
1,15,23.77782,90.39781,-92.0,49.0
1,15,23.77769,90.39779,-82.0,50.0
1,15,23.77769,90.39779,-82.0,50.0
1,15,23.77744,90.39776,-83.0,50.0
1,15,23.77744,90.39776,-84.0,51.0
1,15,23.77718,90.39772,-80.0,51.0
1,15,23.77705,90.3977,-75.0,52.0
1,15,23.77691,90.39768,-83.0,53.0
1,15,23.77678,90.39766,-71.0,53.0
1,15,23.77664,90.39764,-84.0,55.0
1,15,23.7765,90.39761,-72.0,55.0
1,15,23.77636,90.39758,-72.0,56.0
1,15,23.77622,90.39756,-76.0,57.0
1,15,23.77607,90.39753,-70.0,58.0
1,15,23.77592,90.39751,-78.0,59.0
1,15,23.77577,90.39749,-77.0,59.0
1,15,23.77563,90.39747,-78.0,59.0
1,15,23.77548,90.39745,-81.0,59.0
1,15,23.77533,90.39743,-81.0,59.0
1,15,23.77519,90.39741,-85.0,59.0
1,15,23.77519,90.39741,-88.0,58.0
1,15,23.7749,90.39736,-88.0,59.0
1,15,23.77475,90.39733,-90.0,59.0
1,15,23.7746,90.39731,-94.0,59.0
1,15,23.77445,90.39728,-89.0,60.0
1,15,23.7743,90.39725,-89.0,60.0
1,15,23.77415,90.39723,-81.0,61.0
1,15,23.77415,90.39723,-81.0,61.0
1,15,23.774,90.39721,-82.0,62.0
1,15,23.77385,90.39718,-88.0,62.0
1,15,23.77369,90.39715,-77.0,63.0
1,15,23.77354,90.39712,-77.0,63.0
1,15,23.77338,90.39709,-77.0,63.0
1,15,23.77322,90.39707,-67.0,64.0
1,15,23.77306,90.39704,-70.0,64.0
1,15,23.7729,90.39701,-71.0,64.0
1,15,23.77274,90.39699,-61.0,64.0
1,15,23.77258,90.39696,-68.0,64.0
1,15,23.77242,90.39694,-80.0,65.0
1,15,23.77226,90.39691,-87.0,65.0
1,15,23.7721,90.39688,-75.0,65.0
1,15,23.77194,90.39685,-75.0,65.0
1,15,23.77177,90.39683,-69.0,65.0
1,15,23.77161,90.3968,-73.0,65.0
1,15,23.77145,90.39677,-73.0,65.0
1,15,23.77129,90.39675,-71.0,65.0
1,15,23.77097,90.3967,-70.0,65.0
1,15,23.7708,90.39667,-83.0,65.0
1,15,23.7708,90.39667,-85.0,64.0
1,15,23.77064,90.39665,-84.0,64.0
1,15,23.77048,90.39662,-84.0,64.0
1,15,23.77032,90.3966,-81.0,64.0
1,15,23.77016,90.39657,-90.0,64.0
1,15,23.77,90.39655,-87.0,65.0
1,15,23.76984,90.39652,-86.0,65.0
1,15,23.76968,90.39649,-85.0,64.0
1,15,23.76952,90.39647,-77.0,64.0
1,15,23.76936,90.39644,-67.0,63.0
1,15,23.76921,90.39641,-67.0,64.0
1,15,23.76905,90.39639,-71.0,62.0
1,15,23.7689,90.39636,-88.0,61.0
1,15,23.76875,90.39633,-88.0,61.0
1,15,23.7686,90.39628,-76.0,61.0
1,15,23.76845,90.39625,-76.0,61.0
1,15,23.7683,90.39621,-73.0,62.0
1,15,23.76814,90.39617,-74.0,63.0
1,15,23.76799,90.39614,-66.0,63.0
1,15,23.76783,90.3961,-66.0,62.0
1,15,23.76769,90.39607,-51.0,57.0
1,15,23.76743,90.39599,-61.0,54.0
1,15,23.76743,90.39599,-57.0,51.0
1,15,23.76731,90.39596,-57.0,48.0
1,15,23.76719,90.39594,-53.0,49.0
1,15,23.76708,90.39591,-50.0,45.0
1,15,23.76697,90.39589,-61.0,43.0
1,15,23.76678,90.39584,-59.0,41.0
1,15,23.7667,90.39581,-67.0,36.0
1,15,23.76662,90.39579,-72.0,34.0
1,15,23.76655,90.39577,-73.0,32.0
1,15,23.76655,90.39577,-77.0,30.0
1,15,23.76648,90.39575,-73.0,28.0
1,15,23.76642,90.39573,-77.0,27.0
1,15,23.76636,90.39571,-79.0,27.0
1,15,23.76629,90.39569,-92.0,28.0
1,15,23.76622,90.39567,-83.0,29.0
1,15,23.76615,90.39566,-84.0,30.0
1,15,23.76608,90.39564,-90.0,31.0
1,15,23.766,90.39562,-88.0,32.0
1,15,23.76593,90.3956,-89.0,32.0
1,15,23.76585,90.39558,-90.0,32.0
1,15,23.76577,90.39556,-87.0,32.0
1,15,23.76569,90.39554,-88.0,33.0
1,15,23.76561,90.39552,-96.0,33.0
1,15,23.76553,90.3955,-92.0,34.0
1,15,23.76545,90.39548,-91.0,35.0
1,15,23.76536,90.39545,-95.0,36.0
1,15,23.76527,90.39543,-104.0,36.0
1,15,23.76519,90.39541,-89.0,37.0
1,15,23.7651,90.39539,-89.0,38.0
1,15,23.765,90.39537,-89.0,39.0
1,15,23.7649,90.39535,-89.0,39.0
1,15,23.7648,90.39533,-88.0,40.0
1,15,23.76471,90.39531,-89.0,39.0
1,15,23.76461,90.39529,-89.0,37.0
1,15,23.76452,90.39527,-87.0,36.0
1,15,23.76435,90.39523,-87.0,35.0
1,15,23.76426,90.39522,-89.0,36.0
1,15,23.76416,90.39521,-97.0,38.0
1,15,23.76416,90.39521,-91.0,38.0
1,15,23.76396,90.39519,-89.0,39.0
1,15,23.76386,90.39518,-87.0,40.0
1,15,23.76376,90.39516,-85.0,41.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-102.0,35.0
2,16,23.83833,90.36397,-107.0,35.0
2,16,23.83833,90.36397,-103.0,35.0
2,16,23.83833,90.36397,-108.0,35.0
2,16,23.83833,90.36397,-110.0,35.0
2,16,23.83833,90.36397,-111.0,35.0
2,16,23.83833,90.36397,-110.0,35.0
2,16,23.83833,90.36397,-110.0,35.0
2,16,23.83833,90.36397,-111.0,35.0
2,16,23.83833,90.36397,-109.0,35.0
2,16,23.83833,90.36397,-76.0,35.0
2,16,23.83833,90.36397,-75.0,35.0
2,16,23.83833,90.36397,-83.0,35.0
2,16,23.83833,90.36397,-83.0,35.0
2,16,23.83833,90.36397,-82.0,35.0
2,16,23.83833,90.36397,-84.0,35.0
2,16,23.83833,90.36397,-81.0,35.0
2,16,23.83833,90.36397,-80.0,35.0
2,16,23.83833,90.36397,-80.0,35.0
2,16,23.83833,90.36397,-84.0,35.0
2,16,23.83833,90.36397,-83.0,35.0
2,16,23.83833,90.36397,-84.0,35.0
2,16,23.83833,90.36397,-83.89473684210526,35.0
2,16,23.83833,90.36397,-83.78947368421052,35.0
2,16,23.83833,90.36397,-83.6842105263158,35.0
2,16,23.83833,90.36397,-83.57894736842105,35.0
2,16,23.83833,90.36397,-83.47368421052632,35.0
2,16,23.83833,90.36397,-83.36842105263158,35.0
2,16,23.83833,90.36397,-83.26315789473684,35.0
2,16,23.83833,90.36397,-83.15789473684211,35.0
2,16,23.83833,90.36397,-83.05263157894737,35.0
2,16,23.83833,90.36397,-82.94736842105263,35.0
2,16,23.83833,90.36397,-82.84210526315789,35.0
2,16,23.83833,90.36397,-82.73684210526316,35.0
2,16,23.83833,90.36397,-82.63157894736842,35.0
2,16,23.83833,90.36397,-82.52631578947368,35.0
2,16,23.83833,90.36397,-82.42105263157895,35.0
2,16,23.83833,90.36397,-82.3157894736842,35.0
2,16,23.83833,90.36397,-82.21052631578948,35.0
2,16,23.83833,90.36397,-82.10526315789474,35.0
2,16,23.83833,90.36397,-82.0,35.0
2,16,23.83833,90.36397,-84.0,35.0
2,16,23.83833,90.36397,-83.0,35.0
2,16,23.83833,90.36397,-84.0,35.0
2,16,23.83833,90.36397,-82.0,35.0
2,16,23.83833,90.36397,-82.0,35.0
2,16,23.83833,90.36397,-84.0,35.0
2,16,23.83833,90.36397,-86.0,35.0
2,16,23.83833,90.36397,-86.0,35.0
2,16,23.83833,90.36397,-84.0,35.0
2,16,23.83833,90.36397,-88.0,35.0
2,16,23.83833,90.36397,-87.0,35.0
2,16,23.83833,90.36397,-89.0,35.0
2,16,23.83833,90.36397,-90.0,35.0
2,16,23.83833,90.36397,-86.0,35.0
2,16,23.83833,90.36397,-88.0,35.0
2,16,23.83833,90.36397,-90.0,35.0
2,16,23.83833,90.36397,-88.0,35.0
2,16,23.83833,90.36397,-91.0,35.0
2,16,23.83833,90.36397,-91.0,35.0
2,16,23.83833,90.36397,-76.0,35.0
2,16,23.83833,90.36397,-84.0,35.0
2,16,23.83833,90.36397,-90.0,35.0
2,16,23.83833,90.36397,-89.0,35.0
2,16,23.83833,90.36397,-89.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.83833,90.36397,-102.0,35.0
2,16,23.83833,90.36397,-100.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-101.0,35.0
2,16,23.83833,90.36397,-100.0,35.0
2,16,23.83833,90.36397,-100.0,35.0
2,16,23.83833,90.36397,-100.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-98.5,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-93.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-97.5,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-92.0,35.0
2,16,23.83833,90.36397,-92.0,35.0
2,16,23.83833,90.36397,-95.0,35.0
2,16,23.83833,90.36397,-94.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.83833,90.36397,-93.0,35.0
2,16,23.83833,90.36397,-95.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.83833,90.36397,-93.0,35.0
2,16,23.83833,90.36397,-94.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-101.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-101.0,35.0
2,16,23.83833,90.36397,-101.0,35.0
2,16,23.83833,90.36397,-101.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-97.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-93.0,35.0
2,16,23.83833,90.36397,-92.8181818181818,35.0
2,16,23.83833,90.36397,-92.63636363636364,35.0
2,16,23.83833,90.36397,-92.45454545454544,35.0
2,16,23.83833,90.36397,-92.27272727272728,35.0
2,16,23.83833,90.36397,-92.0909090909091,35.0
2,16,23.83833,90.36397,-91.9090909090909,35.0
2,16,23.83833,90.36397,-91.72727272727272,35.0
2,16,23.83833,90.36397,-91.54545454545456,35.0
2,16,23.83833,90.36397,-91.36363636363636,35.0
2,16,23.83833,90.36397,-91.1818181818182,35.0
2,16,23.83833,90.36397,-91.0,35.0
2,16,23.83833,90.36397,-103.0,35.0
2,16,23.83833,90.36397,-105.0,35.0
2,16,23.83833,90.36397,-102.0,35.0
2,16,23.83833,90.36397,-102.0,35.0
2,16,23.83833,90.36397,-101.0,35.0
2,16,23.83833,90.36397,-102.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.83833,90.36397,-95.0,35.0
2,16,23.83833,90.36397,-95.0,35.0
2,16,23.83833,90.36397,-93.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-101.0,35.0
2,16,23.83833,90.36397,-99.0,35.0
2,16,23.83833,90.36397,-95.0,35.0
2,16,23.83833,90.36397,-95.0,35.0
2,16,23.83833,90.36397,-95.0,35.0
2,16,23.83833,90.36397,-98.0,35.0
2,16,23.83833,90.36397,-95.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.83833,90.36397,-93.0,35.0
2,16,23.83833,90.36397,-96.0,35.0
2,16,23.8384,90.36406,-96.0,30.5
2,16,23.83847,90.36415,-91.0,26.0
2,16,23.83858,90.36425,-87.0,22.0
2,16,23.83862,90.36429,-87.0,22.0
2,16,23.83865,90.36423,-90.0,25.0
2,16,23.83871,90.36414,-97.0,25.0
2,16,23.83876,90.36417,-110.0,26.0
2,16,23.83885,90.36421,-107.0,23.0
2,17,23.83889,90.36417,-104.0,23.0
2,17,23.83905,90.36431,-104.0,25.0
2,17,23.83916,90.36439,-103.0,0.0
2,17,23.83921,90.3644,-99.0,26.0
2,17,23.83927,90.36428,-102.0,27.0
2,17,23.83936,90.3643,-102.0,27.0
2,17,23.83939,90.36421,-98.0,27.0
2,17,23.83941,90.36413,-100.0,23.0
2,17,23.83953,90.36433,-98.0,24.0
2,17,23.83958,90.36433,-99.0,24.0
2,17,23.83965,90.36431,-99.0,24.0
2,17,23.83964,90.36417,-100.0,25.0
2,17,23.83979,90.36428,-102.0,30.0
2,17,23.83987,90.36435,-105.0,27.0
2,17,23.83989,90.36427,-107.0,25.0
2,17,23.84003,90.36419,-102.0,25.0
2,17,23.84001,90.36438,-103.0,25.0
2,17,23.84,90.36434,-104.0,25.0
2,17,23.84017,90.36438,-103.0,24.0
2,17,23.84033,90.36446,-105.0,25.0
2,17,23.84041,90.36427,-105.0,25.0
2,17,23.8404,90.36433,-105.0,16.0
2,17,23.84043,90.36435,-106.0,15.0
2,17,23.84048,90.36435,-110.0,16.0
2,17,23.8405,90.36438,-109.0,16.0
2,17,23.84055,90.36438,-109.0,16.0
2,17,23.8407,90.36421,-109.0,25.0
2,17,23.84078,90.36417,-107.0,28.0
2,17,23.84086,90.36413,-108.0,28.0
2,17,23.84095,90.36409,-108.0,28.0
2,17,23.84105,90.36403,-92.0,28.0
2,17,23.84111,90.364,-94.0,26.0
2,17,23.84117,90.36397,-94.0,25.0
2,17,23.84123,90.36395,-88.0,25.0
2,17,23.84129,90.36394,-89.0,24.0
2,17,23.84134,90.36392,-88.0,22.0
2,17,23.84139,90.36391,-87.0,22.0
2,17,23.84144,90.3639,-85.0,21.0
2,17,23.84149,90.36388,-98.0,19.0
2,17,23.84156,90.36385,-85.0,18.0
2,17,23.84162,90.36383,-82.0,16.0
2,17,23.84166,90.36382,-89.0,15.0
2,17,23.8417,90.36382,-89.0,15.0
2,17,23.84174,90.3638,-90.0,15.0
2,17,23.84179,90.36379,-100.0,15.0
2,17,23.84184,90.36377,-98.0,16.0
2,17,23.8419,90.36376,-94.0,16.0
2,17,23.84196,90.36374,-94.0,18.0
2,17,23.84202,90.36373,-93.0,18.0
2,17,23.84213,90.36367,-91.0,19.0
2,17,23.84221,90.36364,-85.0,26.0
2,17,23.84228,90.36361,-92.0,28.0
2,17,23.84236,90.36359,-85.0,29.0
2,17,23.84243,90.36357,-79.0,29.0
2,17,23.84251,90.36355,-86.0,30.0
2,17,23.84259,90.36354,-90.0,31.0
2,17,23.84267,90.36352,-90.0,31.0
2,17,23.84274,90.36351,-91.0,30.0
2,17,23.84282,90.3635,-94.0,29.0
2,17,23.8429,90.36349,-93.0,29.0
2,17,23.84298,90.36348,-93.0,29.0
2,17,23.84305,90.36348,-91.0,30.0
2,17,23.84313,90.36347,-93.0,31.0
2,17,23.84321,90.36347,-91.0,30.0
2,17,23.8433,90.36346,-86.0,30.0
2,17,23.84338,90.36345,-87.0,29.0
2,17,23.84347,90.36343,-79.0,29.0
2,17,23.84356,90.36342,-79.0,29.0
2,17,23.84365,90.36341,-78.0,30.0
2,17,23.84373,90.36339,-82.0,30.0
2,17,23.84382,90.36338,-77.0,30.0
2,17,23.8439,90.36337,-75.0,30.0
2,17,23.84398,90.36336,-83.0,29.0
2,17,23.84405,90.36336,-74.0,28.0
2,17,23.84412,90.36336,-73.0,27.0
2,17,23.84418,90.36336,-78.0,26.0
2,17,23.84424,90.36335,-73.0,25.0
2,17,23.84431,90.36335,-74.0,25.0
2,17,23.84437,90.36333,-68.0,24.0
2,17,23.84444,90.36329,-69.0,25.0
2,17,23.84452,90.36326,-82.0,26.0
2,17,23.84459,90.36323,-82.0,27.0
2,17,23.84467,90.36321,-71.0,27.0
2,17,23.84475,90.36319,-68.0,28.0
2,17,23.84482,90.36318,-66.0,28.0
2,17,23.84489,90.36317,-65.0,27.0
2,17,23.84496,90.36315,-78.0,26.0
2,17,23.84503,90.36313,-70.0,28.0
2,17,23.84511,90.36311,-72.0,30.0
2,17,23.84517,90.36311,-80.0,30.0
2,17,23.84523,90.36312,-82.0,29.0
2,17,23.84528,90.36312,-81.0,26.0
2,17,23.8453,90.36315,-82.0,24.0
2,17,23.84532,90.36318,-72.0,20.0
2,17,23.84533,90.36322,-83.0,18.0
2,17,23.84534,90.36326,-69.0,16.0
2,17,23.84535,90.36331,-70.0,16.0
2,17,23.84536,90.36335,-68.0,16.0
2,17,23.84536,90.3634,-81.0,15.0
2,17,23.84537,90.36345,-80.0,15.0
2,17,23.84535,90.3635,-71.0,14.0
2,17,23.84536,90.36354,-62.0,14.0
2,17,23.84537,90.36358,-68.0,14.0
2,17,23.84537,90.36361,-64.0,14.0
2,17,23.84538,90.36365,-69.0,14.0
2,17,23.84565,90.3635,-64.0,14.0
2,17,23.84583,90.36343,-69.0,20.0
2,17,23.84613,90.36326,-81.0,27.0
2,17,23.84632,90.36319,-86.0,37.0
2,17,23.84651,90.36313,-89.0,33.0
2,17,23.84664,90.36311,-91.0,30.0
2,17,23.84674,90.36311,-83.0,30.0
2,17,23.84684,90.36311,-80.0,30.0
2,17,23.84693,90.36312,-70.0,30.0
2,17,23.84702,90.36313,-70.0,30.0
2,17,23.8471,90.36313,-80.0,30.0
2,17,23.84718,90.36314,-72.0,30.0
2,17,23.84726,90.36316,-78.0,29.0
2,17,23.84734,90.36317,-76.0,29.0
2,17,23.84741,90.36318,-83.0,29.0
2,17,23.84748,90.36319,-83.0,28.0
2,17,23.84755,90.3632,-85.0,27.0
2,17,23.84761,90.36321,-75.0,26.0
2,17,23.84767,90.36322,-77.0,24.0
2,17,23.84773,90.36323,-75.0,23.0
2,17,23.84779,90.36323,-76.0,22.0
2,17,23.84784,90.36324,-74.0,22.0
2,17,23.8479,90.36325,-78.0,22.0
2,17,23.84796,90.36325,-82.0,23.0
2,17,23.84802,90.36326,-88.0,23.0
2,17,23.84808,90.36327,-92.0,24.0
2,17,23.84815,90.36328,-95.0,25.0
2,17,23.84822,90.36329,-90.0,26.0
2,17,23.84829,90.3633,-88.0,28.0
2,17,23.84837,90.36331,-88.0,29.0
2,17,23.84844,90.36333,-93.0,30.0
2,17,23.84852,90.36334,-89.0,30.0
2,17,23.84859,90.36335,-92.0,31.0
2,17,23.84867,90.36336,-92.0,30.0
2,17,23.84875,90.36337,-92.0,30.0
2,17,23.84882,90.36338,-91.0,30.0
2,17,23.8489,90.36339,-93.0,30.0
2,17,23.84898,90.3634,-90.0,30.0
2,17,23.84905,90.36341,-87.0,30.0
2,17,23.84913,90.36342,-89.0,30.0
2,17,23.8492,90.36343,-89.0,30.0
2,17,23.84928,90.36345,-82.0,30.0
2,17,23.84935,90.36346,-82.0,29.0
2,17,23.84943,90.36347,-86.0,28.0
2,17,23.8495,90.36348,-86.0,29.0
2,17,23.84957,90.36349,-86.0,29.0
2,17,23.84965,90.3635,-101.0,29.0
2,17,23.84972,90.36351,-109.0,29.0
2,17,23.84979,90.36352,-112.0,29.0
2,17,23.84987,90.36353,-108.0,29.0
2,17,23.84994,90.36354,-112.0,29.0
2,17,23.85002,90.36355,-110.0,29.0
2,17,23.85009,90.36356,-107.0,30.0
2,17,23.85017,90.36358,-110.0,30.0
2,17,23.85024,90.36359,-108.0,30.0
2,17,23.85032,90.3636,-110.0,30.0
2,17,23.85039,90.36361,-113.0,30.0
2,17,23.85047,90.36362,-112.0,31.0
2,17,23.85055,90.36363,-112.0,31.0
2,17,23.85063,90.36364,-113.0,31.0
2,17,23.8507,90.36366,-109.0,31.0
2,17,23.85078,90.36367,-112.0,31.0
2,17,23.85086,90.36368,-106.0,31.0
2,17,23.85094,90.36369,-113.0,31.0
2,17,23.85101,90.36371,-112.0,31.0
2,17,23.85109,90.36372,-113.0,31.0
2,17,23.85117,90.36373,-105.0,31.0
2,17,23.85124,90.36374,-115.0,31.0
2,17,23.85132,90.36375,-115.0,31.0
2,17,23.85139,90.36376,-108.0,30.0
2,17,23.85147,90.36377,-112.0,29.0
2,17,23.85153,90.36378,-113.0,28.0
2,17,23.8516,90.36379,-113.0,27.0
2,17,23.85167,90.3638,-111.0,27.0
2,17,23.85174,90.36381,-114.0,28.0
2,18,23.85181,90.36383,-119.0,28.0
2,18,23.85188,90.36384,-119.0,29.0
2,18,23.85195,90.36385,-119.0,29.0
2,18,23.85202,90.36386,-118.0,29.0
2,18,23.8521,90.36387,-115.0,29.0
2,18,23.85217,90.36389,-117.0,29.0
2,18,23.85225,90.3639,-111.0,29.0
2,18,23.85232,90.36391,-115.0,29.0
2,18,23.85239,90.36392,-94.0,29.0
2,18,23.85247,90.36394,-89.0,29.0
2,18,23.85254,90.36395,-90.0,30.0
2,18,23.85262,90.36395,-91.0,30.0
2,18,23.85269,90.36397,-91.0,30.0
2,18,23.85277,90.36398,-92.0,30.0
2,18,23.85284,90.36399,-89.0,30.0
2,18,23.85292,90.364,-93.0,30.0
2,18,23.85299,90.36401,-94.0,30.0
2,18,23.85307,90.36402,-93.0,30.0
2,18,23.85315,90.36404,-90.0,30.0
2,18,23.85322,90.36405,-93.0,30.0
2,18,23.8533,90.36406,-92.0,30.0
2,18,23.85337,90.36407,-89.0,29.0
2,18,23.85344,90.36408,-87.0,28.0
2,18,23.85351,90.36409,-87.0,28.0
2,18,23.85358,90.3641,-89.0,28.0
2,18,23.85365,90.36411,-107.0,28.0
2,18,23.85372,90.36412,-113.0,28.0
2,18,23.85379,90.36414,-117.0,29.0
2,18,23.85387,90.36415,-109.0,29.0
2,18,23.85394,90.36416,-112.0,29.0
2,18,23.85402,90.36417,-110.0,29.0
2,18,23.85409,90.36418,-110.0,30.0
2,18,23.85417,90.36419,-111.0,30.0
2,18,23.85424,90.36421,-110.0,30.0
2,18,23.85432,90.36422,-113.0,30.0
2,18,23.85439,90.36423,-108.0,30.0
2,18,23.85447,90.36424,-115.0,30.0
2,18,23.85455,90.36426,-115.0,30.0
2,18,23.85462,90.36426,-107.0,30.0
2,18,23.8547,90.36427,-114.0,30.0
2,18,23.85478,90.36428,-110.0,31.0
2,18,23.85486,90.3643,-107.0,31.0
2,18,23.85493,90.36431,-112.0,31.0
2,18,23.85501,90.36432,-110.0,31.0
2,18,23.85509,90.36433,-111.0,30.0
2,18,23.85517,90.36434,-109.0,30.0
2,18,23.85524,90.36435,-109.0,30.0
2,18,23.85532,90.36436,-109.0,31.0
2,18,23.8554,90.36437,-110.0,30.0
2,18,23.85548,90.36438,-107.0,30.0
2,18,23.85555,90.3644,-106.0,31.0
2,18,23.85563,90.36441,-109.0,31.0
2,18,23.85571,90.36442,-110.0,31.0
2,18,23.85578,90.36443,-110.0,30.0
2,18,23.85586,90.36444,-108.0,30.0
2,18,23.85593,90.36445,-109.0,30.0
2,18,23.856,90.36446,-98.0,29.0
2,18,23.85607,90.36447,-98.0,29.0
2,18,23.85615,90.36449,-94.0,29.0
2,18,23.85621,90.3645,-102.0,28.0
2,18,23.85628,90.36452,-94.0,27.0
2,18,23.85634,90.36453,-94.0,26.0
2,18,23.8564,90.36454,-94.0,25.0
2,18,23.85646,90.36455,-98.0,24.0
2,18,23.85652,90.36456,-98.0,24.0
2,18,23.85658,90.36456,-102.0,25.0
2,18,23.85665,90.36457,-99.0,25.0
2,18,23.85671,90.36458,-101.0,25.0
2,18,23.85677,90.3646,-96.0,25.0
2,18,23.85684,90.36461,-92.0,25.0
2,18,23.8569,90.36462,-94.0,25.0
2,18,23.85696,90.36463,-94.0,25.0
2,18,23.85702,90.36464,-91.0,24.0
2,18,23.85708,90.36464,-91.0,25.0
2,18,23.85714,90.36465,-91.0,24.0
2,18,23.8572,90.36466,-91.0,23.0
2,18,23.85725,90.36467,-95.0,22.0
2,18,23.8573,90.36468,-89.0,20.0
2,18,23.85734,90.36468,-89.0,18.0
2,18,23.85737,90.36469,-80.0,16.0
2,18,23.85741,90.36469,-80.0,14.0
2,18,23.85744,90.3647,-81.0,12.0
2,18,23.85747,90.3647,-80.0,12.0
2,18,23.8575,90.36471,-80.0,14.0
2,18,23.85754,90.36472,-80.0,14.0
2,18,23.85758,90.36472,-84.0,15.0
2,18,23.85762,90.36473,-84.0,16.0
2,18,23.85766,90.36474,-89.0,17.0
2,18,23.85771,90.36475,-85.0,18.0
2,18,23.85776,90.36475,-73.0,19.0
2,18,23.85781,90.36476,-72.0,20.0
2,18,23.85786,90.36477,-81.0,21.0
2,18,23.85792,90.36478,-68.0,22.0
2,18,23.85798,90.36479,-69.0,22.0
2,18,23.85803,90.3648,-68.0,23.0
2,18,23.85809,90.36481,-68.0,23.0
2,18,23.85815,90.36482,-82.0,24.0
2,18,23.85822,90.36483,-67.0,25.0
2,18,23.85828,90.36483,-68.0,25.0
2,18,23.85834,90.36484,-68.0,26.0
2,18,23.85841,90.36485,-76.0,27.0
2,18,23.85848,90.36486,-69.0,27.0
2,18,23.85854,90.36487,-70.0,27.0
2,18,23.85861,90.36488,-70.0,27.0
2,18,23.85868,90.36489,-76.0,28.0
2,18,23.85876,90.36489,-82.0,28.0
2,18,23.85883,90.36491,-84.0,28.0
2,18,23.8589,90.36491,-87.0,28.0
2,18,23.85897,90.36491,-92.0,28.0
2,18,23.85905,90.36491,-99.0,29.0
2,18,23.85912,90.3649,-101.0,30.0
2,18,23.8592,90.3649,-87.0,30.0
2,18,23.85928,90.36489,-92.0,32.0
2,18,23.85937,90.36488,-79.0,32.0
2,18,23.85946,90.36487,-79.0,33.0
2,18,23.85955,90.36484,-88.0,34.0
2,18,23.85965,90.36482,-91.0,37.0
2,18,23.85974,90.3648,-91.0,38.0
2,18,23.85982,90.36478,-85.0,38.0
2,18,23.8599,90.36479,-90.0,36.0
2,18,23.85996,90.36481,-90.0,33.0
2,18,23.86003,90.36483,-85.0,30.0
2,18,23.8601,90.36484,-85.0,30.0
2,18,23.86018,90.36484,-84.0,31.0
2,18,23.86024,90.36485,-87.0,30.0
2,18,23.86031,90.36486,-89.0,27.0
2,18,23.86038,90.36488,-89.0,27.0
2,18,23.86045,90.36489,-93.0,27.0
2,18,23.8605,90.36489,-93.0,25.0
2,18,23.86056,90.3649,-96.0,24.0
