within_s,seed,task,n,positive_rate,auprc,auprc_lift,auprc_ci_low,auprc_ci_high,auroc,brier,ece,n_drives
2.0,1337,A3 report -> handover,6354,0.3914069877242682,0.7307949344695037,1.8670973114673206,0.6911841385893529,0.7646652334760188,0.7774093244530207,0.19800647969511956,0.12408462302499823,43
2.0,1338,A3 report -> handover,6354,0.3914069877242682,0.7311013838057174,1.8678802544035096,0.6946937416243955,0.7654323276001058,0.7763346905849906,0.19771074934055333,0.12119411172710813,43
2.0,1339,A3 report -> handover,6354,0.3914069877242682,0.7365543609026854,1.881811985997452,0.6996227283445436,0.7693419493464094,0.7867829184477151,0.1938632801099573,0.12566158556746385,43
