protocol,gate_mode,model,horizon_s,n,positive_rate,auprc,auprc_lift,auroc,brier,nll,ece,f1_best,f1_best_threshold,recall_at_fpr0.01,threshold_at_fpr0.01,recall_at_fpr0.05,threshold_at_fpr0.05,recall_at_fpr0.1,threshold_at_fpr0.1,precision_at_recall0.5,precision_at_recall0.8
ours (grouped drive K-fold),grid,ours_lgbm,5.0,637.4,0.4114858435219677,0.6769173657799346,1.6806155846903263,0.7229345375517083,0.25249036549094533,0.8337178153745668,0.20885365937896533,0.6292562179733184,0.096050736318284,0.1780628430249899,0.9830762286610482,0.30081307804059587,0.9342838209684148,0.36912263051092564,0.8618653610166888,0.6350072504949238,0.5029304377557559
ours (grouped drive K-fold),grid,ours_lgbm_5feat,5.0,637.4,0.4114858435219677,0.5987411524017886,1.4832962743475917,0.682986825988561,0.24760849829588336,0.7374120774239069,0.16861230269069943,0.6251813695024988,0.1864368001778248,0.056630851539261215,0.9756410242877344,0.19026341828507945,0.9049514299266175,0.2902347777718056,0.8345801457190947,0.57134945822795,0.49895487112465914
ours (grouped drive K-fold),grid,reward_only_control,5.0,637.4,0.4114858435219677,0.48244839070064816,1.1787022553115618,0.6219543796463635,0.278619429199888,2.2701648358604287,0.21024752295110405,0.6195418736325438,0.4483699059561129,0.0,inf,0.0,inf,0.0,inf,0.49560032301802226,0.4680953406112559
ours (grouped drive K-fold),grid,departmental_q,5.0,637.4,0.4114858435219677,0.4368262462082053,1.0714252188079656,0.5013736401030029,0.31360076588367075,0.8874182248098645,0.2499594835976125,0.5813896916333979,0.29363611521093147,0.022285742157743874,0.9345184424890371,0.0523774815859548,0.9223497704143613,0.14224664800635345,0.8786730634527207,0.42198286165096555,0.4180450698355302
ours (grouped drive K-fold),grid,departmental_gate,5.0,637.4,0.4114858435219677,0.4114858435219677,1.0,0.49877049180327865,0.41321495015020987,6.660238149606475,0.41321495015020987,0.5778661885598531,0.0,0.0,inf,0.0,inf,0.0,inf,0.4114858435219677,0.4114858435219677
ours (grouped drive K-fold),grid,departmental_q_ttt,5.0,637.4,0.4114858435219677,0.4114858435219677,1.0,0.49877049180327865,0.4122654219017926,6.634335350356459,0.41262879051300294,0.5778661885598531,0.0,0.0,inf,0.0,inf,0.0,inf,0.4114858435219677,0.4114858435219677
ours (grouped drive K-fold),hom_only,ours_lgbm,0.5,654.0,0.07399639848961478,0.47122426164588854,6.985891234970666,0.902582822092038,0.05300079521904164,0.2355853311999118,0.04954485529738371,0.6257314877016261,0.25803062963696755,0.14898819141917433,0.9308398728878384,0.6782721539814055,0.2105242762663792,0.7914513438338515,0.03654511481059576,0.5988357523337897,0.3887176286360868
ours (grouped drive K-fold),hom_only,ours_lgbm_5feat,0.5,654.0,0.07399639848961478,0.23831601499664248,3.3502228555203812,0.7559140113329615,0.08967765753193871,0.35843313426173423,0.08646644705104942,0.33443314160922133,0.3583240813221648,0.08122666483308695,0.9532261180280177,0.24763441203483144,0.6941495498191047,0.4211497363410589,0.3814423139564268,0.23621618751258805,0.12720521180065136
ours (grouped drive K-fold),hom_only,reward_only_control,0.5,654.0,0.07399639848961478,0.09658531481733842,1.2996146760544085,0.6048007970055282,0.14611533293768478,0.7731389217037832,0.1837566205842554,0.16670966015736036,0.24182424916573972,0.0,inf,0.04753833736884584,1.0,0.11496758492993923,0.8411568409343715,0.09228588597120062,0.09228588597120062
ours (grouped drive K-fold),hom_only,departmental_q,0.5,654.0,0.07399639848961478,0.09522183285323627,1.2711382628847054,0.5063422596707063,0.33730742079743886,0.942479024748948,0.4915028875037629,0.1604338044864356,0.5032501181986883,0.02515933316634661,0.9063735794796942,0.0890369449942455,0.8357216821128922,0.13739150364996963,0.81331677734302,0.08391118698888508,0.07738248454486828
