protocol,gate_mode,model,horizon_s,n,positive_rate,auprc,auprc_lift,auroc,brier,nll,ece,f1_best,f1_best_threshold,recall_at_fpr0.01,threshold_at_fpr0.01,recall_at_fpr0.05,threshold_at_fpr0.05,recall_at_fpr0.1,threshold_at_fpr0.1,precision_at_recall0.5,precision_at_recall0.8
theirs (capture -> capture),grid,departmental_gate,2.0,721.0,0.20804438280166435,0.20804438280166435,1.0,0.4947460595446585,0.21636615811373092,3.4874105104752555,0.21636615811373092,0.34443168771526983,0.0,0.0,inf,0.0,1.0,0.0,1.0,0.20804438280166435,0.20804438280166435
theirs (capture -> capture),grid,departmental_q_ttt,2.0,721.0,0.20804438280166435,0.20804438280166435,1.0,0.4947460595446585,0.21086029635926917,3.360553818717542,0.21284762432832638,0.34443168771526983,0.0,0.0,0.5608739905678595,0.0,0.491299888106294,0.0,0.491299888106294,0.20804438280166435,0.20804438280166435
theirs (capture -> capture),grid,ours_lgbm,3.0,716.0,0.276536312849162,0.6655511445041709,2.4067405023484154,0.7762421512421511,0.16228716733039347,0.5681609956396365,0.11391365727911013,0.6021668067619315,0.3423913627572579,0.2601010101010101,0.9350071219053084,0.3939393939393939,0.7584874501195928,0.5202020202020202,0.5245826769997879,0.6673189823874756,0.39069264069264065
theirs (capture -> capture),grid,ours_lgbm_5feat,3.0,716.0,0.276536312849162,0.5423615934032523,1.961267176145094,0.7420196170196169,0.19516000372215192,0.5847429618155257,0.12613833298402627,0.5421685350945802,0.21041592661184477,0.10858585858585859,0.9266776373430602,0.24242424242424243,0.8104834098630541,0.3383838383838384,0.7286529890907039,0.5140712440809299,0.39702787846352205
theirs (capture -> capture),grid,reward_only_control,3.0,716.0,0.276536312849162,0.3680938779266551,1.3310869525024498,0.6604071604071604,0.19318784916201115,1.1560449040768443,0.06934357541899443,0.5302325581395348,0.35,0.0,inf,0.0,1.0,0.0,1.0,0.3825503355704698,0.3825503355704698
theirs (capture -> capture),grid,departmental_q,3.0,716.0,0.276536312849162,0.32740197427418755,1.1839384524258498,0.5954330954330953,0.33511995874602046,0.914722389234004,0.36066278945983776,0.47398319611957973,0.525381454508945,0.012626262626262628,0.9387847791605144,0.0404040404040404,0.886791735633738,0.08838383838383838,0.8501111060467166,0.3709677419354839,0.32730577639126496
theirs (capture -> capture),grid,departmental_gate,3.0,716.0,0.276536312849162,0.276536312849162,1.0,0.4942084942084942,0.2849162011173184,4.592306653629412,0.28491620111731847,0.43326039387308535,0.0,0.0,inf,0.0,1.0,0.0,1.0,0.276536312849162,0.276536312849162
theirs (capture -> capture),grid,departmental_q_ttt,3.0,716.0,0.276536312849162,0.276536312849162,1.0,0.4942084942084942,0.27937189060758805,4.4645640911192,0.2813730965652561,0.43326039387308535,0.0,0.0,0.5608739905678595,0.0,0.491299888106294,0.0,0.491299888106294,0.276536312849162,0.276536312849162
theirs (capture -> capture),grid,ours_lgbm,5.0,706.0,0.37252124645892354,0.6471288649612839,1.7371596146869444,0.7235363791638414,0.22359895375055316,0.7457501770798012,0.1661680211488744,0.6051309474838886,0.25278893730024554,0.12737642585551331,0.9840059105312757,0.2946768060836502,0.9042484219391034,0.40494296577946765,0.7890106042737528,0.6531285878300803,0.45974724795846833
theirs (capture -> capture),grid,ours_lgbm_5feat,5.0,706.0,0.37252124645892354,0.6160639906182197,1.653768735271723,0.722366941609661,0.22089763501333956,0.6540002414120448,0.12908339211139297,0.6188805422476561,0.2720180219358147,0.10456273764258554,0.9222449978986345,0.21292775665399238,0.8502511441621453,0.3269961977186312,0.7776996502601622,0.5790336879432624,0.4973675524013864
theirs (capture -> capture),grid,reward_only_control,5.0,706.0,0.37252124645892354,0.4772396508480282,1.2811071996148589,0.661657039370349,0.23965651558073658,1.6184715083150683,0.1673512747875354,0.6228571428571429,0.35,0.0,inf,0.0,1.0,0.0,1.0,0.4988558352402746,0.4988558352402746
theirs (capture -> capture),grid,departmental_q,5.0,706.0,0.37252124645892354,0.42223969474251544,1.1334647318943571,0.5813778334720923,0.30766842036222025,0.8484934799269213,0.2649246621805132,0.5641903539566897,0.45360357436391074,0.017110266159695818,0.9353909674735137,0.047528517110266164,0.883027642204845,0.08745247148288973,0.8505923488205125,0.4549339981746544,0.40731908987552967
theirs (capture -> capture),grid,departmental_gate,5.0,706.0,0.37252124645892354,0.37252124645892354,1.0,0.4932279909706546,0.3810198300283286,6.141314127210976,0.38101983002832857,0.542827657378741,0.0,0.0,inf,0.0,1.0,0.0,1.0,0.37252124645892354,0.37252124645892354
theirs (capture -> capture),grid,departmental_q_ttt,5.0,706.0,0.37252124645892354,0.37252124645892354,1.0,0.4932279909706546,0.3753969882082622,6.01176217996266,0.37742653985938146,0.542827657378741,0.0,0.0,0.6341245437605568,0.0,0.491299888106294,0.0,0.491299888106294,0.37252124645892354,0.37252124645892354
theirs (capture -> capture),hom_only,ours_lgbm,0.5,726.0,0.06473829201101929,0.3912546236047687,6.043635249724725,0.8569391783912512,0.0525965606592989,0.2568457318693664,0.05005797979027221,0.5549983996585939,0.2720362072614899,0.14893617021276595,0.910501284138695,0.5957446808510638,0.18358938655559648,0.6808510638297872,0.018130530020864122,0.5539772727272727,0.18703344439289782
theirs (capture -> capture),hom_only,ours_lgbm_5feat,0.5,726.0,0.06473829201101929,0.22189834142454884,3.427621188813244,0.7412966502679159,0.07931464134653682,0.324333904034645,0.07642550887333512,0.3117468046256847,0.33207933298834424,0.09574468085106383,0.9461484020872533,0.2765957446808511,0.5736889516933511,0.3723404255319149,0.27577742192001053,0.16184139543247616,0.11145726311603088
theirs (capture -> capture),hom_only,reward_only_control,0.5,726.0,0.06473829201101929,0.08646498329858016,1.3356080398887062,0.6264845047472818,0.20866867791524588,2.2883560581913427,0.2453690510116842,0.15901060070671377,0.2413793103448276,0.0,inf,0.0,inf,0.0,inf,0.08670520231213873,0.08670520231213873
theirs (capture -> capture),hom_only,departmental_q,0.5,726.0,0.06473829201101929,0.07665364664074414,1.1840542013017075,0.5810641431391597,0.3021722175960987,0.8332940758503408,0.4707041869151331,0.15801830829368202,0.5358391285616734,0.0,0.896453531523938,0.031914893617021274,0.8015641951281953,0.0851063829787234,0.7425987593784816,0.08992222035700297,0.08681631349517421
theirs (capture -> capture),hom_only,departmental_gate,0.5,726.0,0.06473829201101929,0.06919450192018486,1.0688342211500896,0.5289850531131514,0.2327823691460055,3.752008568570925,0.23278236914600553,0.12435233160621761,1.0,0.0,inf,0.0,inf,0.0,inf,0.06473829201101929,0.06473829201101929
theirs (capture -> capture),hom_only,departmental_q_ttt,0.5,726.0,0.06473829201101929,0.06738406700257651,1.0408687796568201,0.5223889950803747,0.1408762805444025,1.0267441379869147,0.16782364447047696,0.12767402376910017,0.3877262589879811,0.010638297872340425,0.8709161293778378,0.02127659574468085,0.8015641951281953,0.06382978723404255,0.7365274084273827,0.06473829201101929,0.06473829201101929
theirs (capture -> capture),hom_only,ours_lgbm,1.0,726.0,0.11570247933884298,0.7543075061753786,6.519372017658629,0.891364411808337,0.051041317965545334,0.26761683116040774,0.04764082384755057,0.7272193690388848,0.5219577131161198,0.6071428571428571,0.6630761581683206,0.6726190476190477,0.09380681483600474,0.7380952380952381,0.03048652999557145,0.9668560606060606,0.35337255005407686
theirs (capture -> capture),hom_only,ours_lgbm_5feat,1.0,726.0,0.11570247933884298,0.43105145785848126,3.7255161714911593,0.755053033674529,0.11044715774417116,0.40773791711038293,0.10175764966163044,0.42027200157682076,0.6746633949292449,0.19642857142857142,0.9466304068455202,0.35714285714285715,0.6746633949292449,0.4285714285714286,0.4797657134889597,0.32173841872646913,0.17839506172839506
theirs (capture -> capture),hom_only,reward_only_control,1.0,726.0,0.11570247933884298,0.154230034516113,1.3329881554606908,0.6414571280225487,0.21698063763786388,2.211283456770594,0.19715968462049965,0.2686567164179105,0.2413793103448276,0.0,inf,0.0,inf,0.0,inf,0.15606936416184972,0.15606936416184972
theirs (capture -> capture),hom_only,departmental_q,1.0,726.0,0.11570247933884298,0.12932889024398647,1.1177711228230258,0.5686748998664887,0.2963226976119987,0.8204838046251239,0.41973999958730945,0.2454794297518138,0.46993139278588253,0.0,0.896453531523938,0.023809523809523808,0.8015641951281953,0.08333333333333333,0.7425987593784816,0.15228851142163835,0.14074352637799506
theirs (capture -> capture),hom_only,departmental_gate,1.0,726.0,0.11570247933884298,0.12715641560597973,1.0989947348802533,0.5411103693813973,0.2534435261707989,4.085027071681923,0.2534435261707989,0.2074074074074074,0.0,0.0,inf,0.0,inf,0.0,inf,0.11570247933884298,0.11570247933884298
theirs (capture -> capture),hom_only,departmental_q_ttt,1.0,726.0,0.11570247933884298,0.11867068433329678,1.0256537717377794,0.5342818202047174,0.17252864112295346,1.594687776914801,0.18848480149527036,0.2074074074074074,0.0,0.005952380952380952,0.8709161293778378,0.017857142857142856,0.8015641951281953,0.08333333333333333,0.7365274084273827,0.11570247933884298,0.11570247933884298
theirs (capture -> capture),hom_only,ours_lgbm,2.0,721.0,0.20804438280166435,0.6637436417510307,3.1903944380166207,0.8052247518972562,0.12323472447625716,0.47587284659525564,0.09416321634178243,0.5905999217067919,0.3680756399587889,0.3666666666666667,0.878198775131,0.48,0.5370062664048242,0.5466666666666666,0.3529734352570524,0.6765776699029127,0.3522727272727273
theirs (capture -> capture),hom_only,ours_lgbm_5feat,2.0,721.0,0.20804438280166435,0.49772982958154643,2.3924213808553,0.7461675423234092,0.1721210807383471,0.5388697421394626,0.1368728787767553,0.47941153509190426,0.4557832064455901,0.15,0.9114491720208817,0.2633333333333333,0.8030279054902792,0.3833333333333333,0.6766130190681741,0.43776802123749237,0.3248482926618332
theirs (capture -> capture),hom_only,reward_only_control,2.0,721.0,0.20804438280166435,0.2600362288217107,1.2499074732030226,0.626952714535902,0.2484988315541402,2.2730461016686867,0.16959204170452916,0.42469879518072295,0.2413793103448276,0.0,inf,0.0,inf,0.0,inf,0.27431906614785995,0.27431906614785995
theirs (capture -> capture),hom_only,departmental_q,2.0,721.0,0.20804438280166435,0.23457543783702742,1.1275259378699785,0.5926619964973732,0.28181782490614526,0.7900888853296402,0.3275088836922131,0.3982561287248787,0.46993139278588253,0.0,0.9437854372808995,0.023333333333333334,0.8015641951281953,0.08,0.747721321493178,0.2841095096012646,0.25808294540837917
theirs (capture -> capture),hom_only,departmental_gate,2.0,721.0,0.20804438280166435,0.2154367665406367,1.0355327245053272,0.5194687682428488,0.31345353675450766,5.0522741562760185,0.31345353675450766,0.34443168771526983,0.0,0.0,inf,0.0,inf,0.0,inf,0.20804438280166435,0.20804438280166435
theirs (capture -> capture),hom_only,departmental_q_ttt,2.0,721.0,0.20804438280166435,0.2042791781600115,0.9819019163557887,0.5144191476941039,0.24299784683602788,2.800443535875745,0.2480443354862223,0.34443168771526983,0.0,0.0033333333333333335,0.8977501221651314,0.02,0.8015641951281953,0.07666666666666666,0.7368268458919205,0.20804438280166435,0.20804438280166435
theirs (capture -> capture),hom_only,ours_lgbm,3.0,716.0,0.276536312849162,0.6655511445041709,2.4067405023484154,0.7762421512421511,0.16228716733039347,0.5681609956396365,0.11391365727911013,0.6021668067619315,0.3423913627572579,0.2601010101010101,0.9350071219053084,0.3939393939393939,0.7584874501195928,0.5202020202020202,0.5245826769997879,0.6673189823874756,0.39069264069264065
theirs (capture -> capture),hom_only,ours_lgbm_5feat,3.0,716.0,0.276536312849162,0.5423615934032523,1.961267176145094,0.7420196170196169,0.19516000372215192,0.5847429618155257,0.12613833298402627,0.5421685350945802,0.21041592661184477,0.10858585858585859,0.9266776373430602,0.24242424242424243,0.8104834098630541,0.3383838383838384,0.7286529890907039,0.5140712440809299,0.39702787846352205
theirs (capture -> capture),hom_only,reward_only_control,3.0,716.0,0.276536312849162,0.34208737647776793,1.2370432401923324,0.6326586326586328,0.2651422554952537,2.282288345040421,0.20318821036409168,0.5148514851485149,0.2413793103448276,0.0,inf,0.0,inf,0.0,inf,0.3575638506876228,0.3575638506876228
theirs (capture -> capture),hom_only,departmental_q,3.0,716.0,0.276536312849162,0.2947135771720175,1.065731925531134,0.5655566280566281,0.278073134936648,0.7814032329227012,0.259039300450392,0.47210514862688774,0.407215892610004,0.0,0.9437854372808995,0.02777777777777778,0.8064221713256347,0.07323232323232323,0.7530072611001123,0.34085277720421225,0.32404942263818015
theirs (capture -> capture),hom_only,departmental_gate,3.0,716.0,0.276536312849162,0.28919832750092184,1.0457878913669698,0.5266175266175266,0.3463687150837989,5.582804145655376,0.34636871508379885,0.43326039387308535,0.0,0.0,inf,0.0,inf,0.0,inf,0.276536312849162,0.276536312849162
theirs (capture -> capture),hom_only,departmental_q_ttt,3.0,716.0,0.276536312849162,0.27358135410838424,0.989314391624258,0.5207626457626457,0.288860811010825,3.5970870776640984,0.2868842994395121,0.43326039387308535,0.0,0.0025252525252525255,0.8977501221651314,0.025252525252525252,0.8015641951281953,0.0707070707070707,0.7445884082644176,0.276536312849162,0.276536312849162
theirs (capture -> capture),hom_only,ours_lgbm,5.0,706.0,0.37252124645892354,0.6471288649612839,1.7371596146869444,0.7235363791638414,0.22359895375055316,0.7457501770798012,0.1661680211488744,0.6051309474838886,0.25278893730024554,0.12737642585551331,0.9840059105312757,0.2946768060836502,0.9042484219391034,0.40494296577946765,0.7890106042737528,0.6531285878300803,0.45974724795846833
theirs (capture -> capture),hom_only,ours_lgbm_5feat,5.0,706.0,0.37252124645892354,0.6160639906182197,1.653768735271723,0.722366941609661,0.22089763501333956,0.6540002414120448,0.12908339211139297,0.6188805422476561,0.2720180219358147,0.10456273764258554,0.9222449978986345,0.21292775665399238,0.8502511441621453,0.3269961977186312,0.7776996502601622,0.5790336879432624,0.4973675524013864
theirs (capture -> capture),hom_only,reward_only_control,5.0,706.0,0.37252124645892354,0.4529689262592607,1.2159546081332244,0.6424954295376323,0.2901240597831396,2.360167500819446,0.24899873009670803,0.6167979002624673,0.2413793103448276,0.0,inf,0.0,inf,0.0,inf,0.4709418837675351,0.4709418837675351
theirs (capture -> capture),hom_only,departmental_q,5.0,706.0,0.37252124645892354,0.39940201678004306,1.0721590260331193,0.564216069144873,0.2683845800540533,0.759523016908674,0.1698969511748501,0.5643619015057534,0.4115904521448924,0.0,0.9786349666709864,0.036121673003802285,0.8064221713256347,0.08935361216730038,0.7488520539722625,0.44137803836297274,0.4087232978042926
theirs (capture -> capture),hom_only,departmental_gate,5.0,706.0,0.37252124645892354,0.3927933891419065,1.0544187556432927,0.5355380271052022,0.3909348441926346,6.301125272954045,0.3909348441926346,0.542827657378741,0.0,0.0,inf,0.0,inf,0.0,inf,0.37252124645892354,0.37252124645892354
theirs (capture -> capture),hom_only,departmental_q_ttt,5.0,706.0,0.37252124645892354,0.3782372066123707,1.0153439842902423,0.5321541683475097,0.34847495748754476,4.714991258512764,0.33957207996518013,0.542827657378741,0.0,0.0019011406844106464,0.9325996515552184,0.04182509505703422,0.8013810013574677,0.10266159695817491,0.720332945836238,0.37252124645892354,0.37252124645892354
