model,protocol,gate_mode,split,horizon_s,n,positive_rate,auprc,auprc_lift,auroc,brier,nll,ece,f1_best,f1_best_threshold,recall_at_fpr0.01,threshold_at_fpr0.01,recall_at_fpr0.05,threshold_at_fpr0.05,recall_at_fpr0.1,threshold_at_fpr0.1,precision_at_recall0.5,precision_at_recall0.8,note
ours_lgbm,ours (grouped drive K-fold),grid,fold1,5.0,698,0.45702005730659023,0.7208544443534597,1.5772927967357833,0.7249898677430294,0.2549624875065582,0.8395112133685375,0.21004284959569622,0.6731234866828087,0.0641559681363581,0.1974921630094044,0.9859101197641414,0.29153605015673983,0.94246411540493,0.39184952978056425,0.864427873028543,0.6936170212765957,0.5562770562770563,"same rows, same labels, 107 features"
ours_lgbm_5feat,ours (grouped drive K-fold),grid,fold1,0.5,717,0.08089260808926081,0.2864371347591223,3.5409556141774257,0.7634608340746167,0.08864813320572401,0.3713937264880832,0.08844403756235453,0.37209302325581395,0.39086629250225435,0.1206896551724138,0.9515717662037958,0.3103448275862069,0.7303229861964372,0.4482758620689655,0.27422904820799504,0.29292929292929293,0.15359477124183007,"our learner on their 5-D state, to separate method from features"
ours_lgbm_5feat,ours (grouped drive K-fold),grid,fold1,1.0,717,0.1394700139470014,0.47797614749294837,3.4270889775244395,0.7709562398703403,0.12262992649830402,0.4703776645564345,0.10986822683429087,0.4736842105263158,0.6182966901598473,0.18,0.9779273978423912,0.39,0.7517127222314076,0.48,0.4722238078448089,0.3893129770992366,0.24539877300613497,"our learner on their 5-D state, to separate method from features"
ours_lgbm_5feat,ours (grouped drive K-fold),grid,fold1,2.0,712,0.24859550561797752,0.5178579717330839,2.083134891943253,0.7326257986166111,0.19391332679432913,0.6132741794497383,0.14128765508873659,0.5153374233128835,0.29051654126566295,0.1016949152542373,0.9588083115210947,0.24293785310734464,0.8642723044456174,0.3502824858757062,0.7456905114945899,0.4720812182741117,0.35555555555555557,"our learner on their 5-D state, to separate method from features"
ours_lgbm_5feat,ours (grouped drive K-fold),grid,fold1,3.0,707,0.3352192362093352,0.5549852197412676,1.6555888200720514,0.7115180895951163,0.2218942599727914,0.6769739103794193,0.143160767605926,0.576388888888889,0.3406391356843236,0.09282700421940929,0.9466721408919385,0.18565400843881857,0.8698883226273286,0.2616033755274262,0.8045373851663796,0.5741626794258373,0.42696629213483145,"our learner on their 5-D state, to separate method from features"
ours_lgbm_5feat,ours (grouped drive K-fold),grid,fold1,5.0,698,0.45702005730659023,0.6153004018194754,1.3463312867397927,0.6625710291891713,0.25861141371241725,0.7774662561421659,0.16595913762224124,0.6526315789473685,0.050431266914228175,0.047021943573667714,0.9734854000886684,0.09717868338557993,0.9364901281490603,0.25391849529780564,0.836189905297686,0.6088560885608856,0.5237154150197628,"our learner on their 5-D state, to separate method from features"
departmental_q,ours (grouped drive K-fold),grid,fold2,0.5,707,0.056577086280056574,0.09349898897824435,1.652594630190469,0.6035232383808096,0.35264162678414657,0.974353487354062,0.5254299132825329,0.18461538461538463,0.7108052183334068,0.05,0.9046532577832863,0.125,0.88858564487066,0.15,0.8877782271363572,0.07575757575757576,0.06860706860706861,"Q(s,1)-Q(s,0), 1-NN lookup, no TTT filter"
departmental_q,ours (grouped drive K-fold),grid,fold2,1.0,707,0.10325318246110325,0.17207861884996983,1.6665696373551873,0.6056782334384858,0.339048607108298,0.9392114991001159,0.47875381710148623,0.28070175438596495,0.7108052183334068,0.0547945205479452,0.9037272194188823,0.1506849315068493,0.8877782271363572,0.1506849315068493,0.8877782271363572,0.14015151515151514,0.12266112266112267,"Q(s,1)-Q(s,0), 1-NN lookup, no TTT filter"
departmental_q,ours (grouped drive K-fold),grid,fold2,2.0,700,0.18142857142857144,0.23691765617330063,1.3058453489866964,0.5782729383957895,0.3250979504070955,0.9061356299836224,0.40290321701438064,0.3245033112582781,0.478188169080762,0.031496062992125984,0.9046532577832863,0.08661417322834646,0.88858564487066,0.09448818897637795,0.8877782271363572,0.21895424836601307,0.19696969696969696,"Q(s,1)-Q(s,0), 1-NN lookup, no TTT filter"
departmental_q,ours (grouped drive K-fold),grid,fold2,3.0,693,0.24242424242424243,0.30117690389631024,1.2423547285722798,0.5697108843537415,0.3122683772730447,0.8737067324046627,0.34086583301209417,0.39529411764705885,0.28071970838274923,0.023809523809523808,0.9046532577832863,0.08928571428571429,0.8877782271363572,0.08928571428571429,0.8877782271363572,0.28807947019867547,0.25862068965517243,"Q(s,1)-Q(s,0), 1-NN lookup, no TTT filter"
