model,feature_set,seed,condition,horizon_s,n,positive_rate,auprc,auprc_lift,auroc,brier,nll,ece,f1_best,f1_best_threshold,recall_at_fpr0.01,threshold_at_fpr0.01,recall_at_fpr0.05,threshold_at_fpr0.05,recall_at_fpr0.1,threshold_at_fpr0.1,precision_at_recall0.5,precision_at_recall0.8,auprc_ci_low,auprc_ci_high,n_drives
lgbm,rf_mob_hist,1337,grouped_drive,0.5,6049,0.04199041163828732,0.43737410586819797,10.416047111798148,0.9130964108347545,0.031458138061289644,0.15033979491295668,0.02551211049803133,0.5776293823038398,0.13651530032167308,0.2755905511811024,0.8613473967981196,0.7401574803149606,0.02582896674535624,0.7992125984251969,0.00447296174859394,0.5474137931034483,0.2595419847328244,0.37312629732892943,0.5029534941980184,43
lgbm,rf_mob_hist,1337,grouped_drive,1.0,6049,0.07257397917011076,0.7969663410736743,10.981433706502633,0.9327332009631353,0.026887765370775595,0.15325648123601854,0.024598697340622408,0.7905138339920948,0.8841772668747923,0.7038724373576309,0.38548848330262336,0.7539863325740319,0.02355150715793555,0.8154897494305239,0.0072764303379546725,0.9912280701754386,0.41411764705882353,0.7439529462808238,0.8429727697164399,43
lgbm,rf_mob_hist,1337,grouped_drive,2.0,6014,0.13451945460591952,0.6303533463117207,4.6859641838302695,0.8460969235390996,0.08583703182127145,0.3606832326375108,0.06999190425393659,0.5525040387722133,0.7471724686776586,0.39184177997527814,0.8527210440146201,0.4919653893695921,0.42508248962000555,0.5784919653893696,0.17514404405213413,0.5828651685393258,0.2868525896414343,0.5907691869031914,0.6742213183233715,43
lgbm,rf_mob_hist,1337,grouped_drive,3.0,5979,0.18748954674694765,0.5992032600439982,3.195928895453225,0.807106480605852,0.13232991520608786,0.5076465964654844,0.10675063870199297,0.5194099378881988,0.21247975508450034,0.272078501338091,0.9543366937712957,0.3951828724353256,0.7254741556002636,0.49687778768956287,0.42608554415348443,0.529245283018868,0.32618961133309116,0.5544968041516354,0.6465309496342232,43
lgbm,rf_mob_hist,1337,grouped_drive,5.0,5906,0.2758211987809008,0.6001000345606389,2.1756849626243913,0.7687279871363568,0.19546137841836345,0.6922296486121648,0.15467668220523562,0.5487640449438203,0.09800178014241945,0.16451810926949048,0.9848515508857153,0.30570902394106814,0.905058533473373,0.4088397790055249,0.7458641108361604,0.5417218543046357,0.4133122028526149,0.5433354084874756,0.6545108457565221,43
