experiment,adaptation,source,target,matched,horizon_s,n,positive_rate,auprc,auprc_lift,auroc,brier,nll,ece,f1_best,f1_best_threshold,recall_at_fpr0.01,threshold_at_fpr0.01,recall_at_fpr0.05,threshold_at_fpr0.05,recall_at_fpr0.1,threshold_at_fpr0.1,precision_at_recall0.5,precision_at_recall0.8
external,none,XCAL pooled,public IUT dataset,False,1.0,1397,0.05869720830350752,0.07150409651689935,1.218185644318395,0.6078456830195678,0.05865762753911668,0.5042075205331147,0.058341005304416674,0.1426403641881639,0.00015658224782125635,0.0,0.016311753154912116,0.024390243902439025,0.00180688488831959,0.07317073170731707,0.0011768693098374112,0.08145580589254767,0.07752808988764046
external,none,XCAL pooled,public IUT dataset,False,2.0,1380,0.10869565217391304,0.24882992219130093,2.2892352841599686,0.6848509485094851,0.10815568687696935,0.779589233809774,0.10764719051609464,0.35031847133757965,0.0019484129834706789,0.06666666666666667,0.008850893317220741,0.22,0.0037213487014444435,0.38,0.001820985688858936,0.20923913043478262,0.14906832298136646
external,none,XCAL pooled,public IUT dataset,False,3.0,1363,0.15480557593543653,0.30436254087385944,1.96609546545531,0.6566696287519748,0.15380821866993039,1.0899121990103748,0.15338466315092347,0.3776978417266187,0.0012166756985784216,0.08056872037914692,0.010798961765514457,0.16587677725118483,0.004930486690527538,0.2938388625592417,0.0025670296039724014,0.29041095890410956,0.17422680412371133
external,none,XCAL pooled,public IUT dataset,False,5.0,1329,0.2234762979683973,0.2858981612610215,1.2793220751377024,0.5890298332158798,0.2170505657684691,1.1848489279264254,0.21303303259271558,0.37986577181208053,0.00045731568476206207,0.010101010101010102,0.21689578003736185,0.07407407407407407,0.059919653973941826,0.21212121212121213,0.022691915157660208,0.2846975088967972,0.24285714285714285
external,none,XCAL pooled,XCAL pooled,True,1.0,306,0.05228758169934641,0.8411316407920821,16.08664263014857,0.9515086206896551,0.01312559314741073,0.1000044863141383,0.012410806153558582,0.8666666666666666,0.9960473392138528,0.8125,0.9960473392138528,0.8125,0.9960473392138528,0.8125,0.9960473392138528,1.0,0.9285714285714286
external,none,XCAL pooled,XCAL pooled,True,2.0,304,0.09868421052631579,0.6612689571121556,6.700858765403177,0.8867396593673966,0.05389408935536388,0.25176913195876494,0.0489456209252486,0.6666666666666666,0.5186273284858639,0.4666666666666667,0.7448229860098998,0.6,0.20951235731727819,0.6666666666666666,0.06867147636393606,0.8095238095238095,0.3076923076923077
external,none,XCAL pooled,XCAL pooled,True,3.0,302,0.1423841059602649,0.6071639816878078,4.264267964412046,0.8499595941456406,0.09273851506825842,0.35386377588358686,0.0867603657496755,0.5599999999999999,0.43444418252638983,0.32558139534883723,0.9246140334194521,0.4883720930232558,0.43444418252638983,0.5581395348837209,0.3043922738941184,0.5641025641025641,0.3185840707964602
external,none,XCAL pooled,XCAL pooled,True,5.0,298,0.2214765100671141,0.6301177854873402,2.8450772738670813,0.8035527690700105,0.13426365674225216,0.5115381830244806,0.10991109382566079,0.5982905982905983,0.5035892725069031,0.18181818181818182,0.9935531598063949,0.48484848484848486,0.6058775531440743,0.5606060606060606,0.38061928203157797,0.7021276595744681,0.34868421052631576
external,per_drive_z,XCAL pooled,public IUT dataset,False,1.0,1397,0.05869720830350752,0.09582506035375007,1.6325318209047421,0.6142353704905871,0.05860692330604749,0.45529313561859047,0.05804626581395487,0.17040358744394618,0.0006302038818383306,0.036585365853658534,0.02452476488518885,0.10975609756097561,0.004681403428158964,0.17073170731707318,0.0018514616719472613,0.07919463087248323,0.07127882599580712
external,per_drive_z,XCAL pooled,public IUT dataset,False,2.0,1380,0.10869565217391304,0.26622744398931464,2.4492924847016946,0.7107750677506774,0.10644511423867037,0.639188053152847,0.10504217400562454,0.34273318872017355,0.0030771112596732495,0.07333333333333333,0.037498353972132824,0.23333333333333334,0.011887891232245101,0.3466666666666667,0.006540573200239196,0.2585034013605442,0.1595744680851064
external,per_drive_z,XCAL pooled,public IUT dataset,False,3.0,1363,0.15480557593543653,0.3141647180468079,2.029414742643598,0.6993730252764613,0.14526894055817915,0.7053480113908894,0.14007151133445886,0.3969171483622351,0.015226689172756122,0.04739336492890995,0.18610659847433605,0.1895734597156398,0.05348701410999114,0.33175355450236965,0.027831738406694558,0.31268436578171094,0.21518987341772153
external,per_drive_z,XCAL pooled,public IUT dataset,False,5.0,1329,0.2234762979683973,0.342335594244902,1.5318653358635514,0.6440666353457051,0.18995925295117097,0.6825226306853044,0.14744462443340187,0.42031872509960155,0.04408815548950936,0.037037037037037035,0.8668634613462416,0.13131313131313133,0.5939817522928725,0.20202020202020202,0.3943621022333829,0.32894736842105265,0.2706681766704417
external,per_drive_z,XCAL pooled,XCAL pooled,True,1.0,306,0.05228758169934641,0.8384482274694367,16.035322350352978,0.9318965517241379,0.01314104362507567,0.09572397312304709,0.011180038365197802,0.8666666666666666,0.9975724879468123,0.8125,0.9975724879468123,0.8125,0.9975724879468123,0.8125,0.9975724879468123,1.0,0.9285714285714286
external,per_drive_z,XCAL pooled,XCAL pooled,True,2.0,304,0.09868421052631579,0.6473434206379615,6.559746662464676,0.8411192214111922,0.06374250240542557,0.27719583753068416,0.0564035225928355,0.6129032258064516,0.31120297793772395,0.43333333333333335,0.9908060284670559,0.6333333333333333,0.31120297793772395,0.6666666666666666,0.23761678414272358,0.7894736842105263,0.18115942028985507
external,per_drive_z,XCAL pooled,XCAL pooled,True,3.0,302,0.1423841059602649,0.5889222916081148,4.136151908503504,0.8522043638322708,0.10698786381130924,0.38355278386791164,0.09209242809831714,0.5684210526315789,0.40842649780419776,0.3023255813953488,0.9923301287878978,0.3953488372093023,0.8038124813472233,0.627906976744186,0.40842649780419776,0.5365853658536586,0.29914529914529914
external,per_drive_z,XCAL pooled,XCAL pooled,True,5.0,298,0.2214765100671141,0.6184518280720224,2.792403708567616,0.8360762800417972,0.14714590206276162,0.4916739182590181,0.12061287273504104,0.6222222222222223,0.5635926819212302,0.16666666666666666,0.9905547956857585,0.3181818181818182,0.8677948258992894,0.5454545454545454,0.6836954468187243,0.6470588235294118,0.4015151515151515
external,coral,XCAL pooled,public IUT dataset,False,1.0,1397,0.05869720830350752,0.07806153815415431,1.3299020585530923,0.5165631085968654,0.10110771939089705,0.45295833291648585,0.09502651677997077,0.13240418118466898,0.09062626467324418,0.036585365853658534,0.979031569225868,0.06097560975609756,0.8776018329109123,0.13414634146341464,0.20892905597077374,0.06327160493827161,0.06081601231716705
external,coral,XCAL pooled,public IUT dataset,False,2.0,1380,0.10869565217391304,0.18318028666500563,1.6852586373180518,0.6510081300813008,0.1272507115426416,0.481481991951505,0.10575267675851756,0.2888086642599278,0.07609875951563534,0.04666666666666667,0.9613355320232545,0.08,0.8207906495405843,0.19333333333333333,0.3836295448258715,0.1984924623115578,0.13528748590755355
external,coral,XCAL pooled,public IUT dataset,False,3.0,1363,0.15480557593543653,0.2774126157216173,1.792006612457651,0.6702005989994734,0.15760438993420123,0.5617153176136718,0.12362802801528963,0.35860058309037895,0.11084110441761338,0.05687203791469194,0.9479858015553845,0.13744075829383887,0.7765020894267985,0.2132701421800948,0.5326137027334684,0.26108374384236455,0.21125
external,coral,XCAL pooled,public IUT dataset,False,5.0,1329,0.2234762979683973,0.3453186072857446,1.5452135659352004,0.6422917808576724,0.21970723353432453,0.7243484397538967,0.18666802783700537,0.40851887705711526,0.09021207258792589,0.04377104377104377,0.9768182248870835,0.1447811447811448,0.8465617075521925,0.21212121212121213,0.7426780300353769,0.3114754098360656,0.2608695652173913
external,coral,XCAL pooled,XCAL pooled,True,1.0,306,0.05228758169934641,0.8411316407920821,16.08664263014857,0.9515086206896551,0.01312559314741073,0.1000044863141383,0.012410806153558582,0.8666666666666666,0.9960473392138528,0.8125,0.9960473392138528,0.8125,0.9960473392138528,0.8125,0.9960473392138528,1.0,0.9285714285714286
external,coral,XCAL pooled,XCAL pooled,True,2.0,304,0.09868421052631579,0.6612689571121556,6.700858765403177,0.8867396593673966,0.05389408935536388,0.25176913195876494,0.0489456209252486,0.6666666666666666,0.5186273284858639,0.4666666666666667,0.7448229860098998,0.6,0.20951235731727819,0.6666666666666666,0.06867147636393606,0.8095238095238095,0.3076923076923077
external,coral,XCAL pooled,XCAL pooled,True,3.0,302,0.1423841059602649,0.6071639816878078,4.264267964412046,0.8499595941456406,0.09273851506825842,0.35386377588358686,0.0867603657496755,0.5599999999999999,0.43444418252638983,0.32558139534883723,0.9246140334194521,0.4883720930232558,0.43444418252638983,0.5581395348837209,0.3043922738941184,0.5641025641025641,0.3185840707964602
external,coral,XCAL pooled,XCAL pooled,True,5.0,298,0.2214765100671141,0.6301177854873402,2.8450772738670813,0.8035527690700105,0.13426365674225216,0.5115381830244806,0.10991109382566079,0.5982905982905983,0.5035892725069031,0.18181818181818182,0.9935531598063949,0.48484848484848486,0.6058775531440743,0.5606060606060606,0.38061928203157797,0.7021276595744681,0.34868421052631576
external,none,public IUT dataset,XCAL pooled,False,1.0,6215,0.07288817377312952,0.13675035347008357,1.8761665492639503,0.6758878486054251,0.09002782580638888,0.36342547643192963,0.08129851064839311,0.20723482526057635,0.10850646686298414,0.03532008830022075,0.9117154246808118,0.1280353200883002,0.5270965571268229,0.2229580573951435,0.2603503185272965,0.12660345789180144,0.1033503691084611
external,none,public IUT dataset,XCAL pooled,False,2.0,6180,0.13511326860841424,0.2364892075410719,1.7503033564117656,0.6709799857721415,0.15051248692491076,0.5701359609363619,0.13192474623389122,0.31250000000000006,0.06024911942171386,0.03952095808383234,0.9643368596866267,0.12934131736526946,0.7683383463583537,0.24191616766467067,0.5052922951878693,0.21842496285289748,0.1763157894736842
