model,feature_set,seed,condition,horizon_s,n,positive_rate,auprc,auprc_lift,auroc,brier,nll,ece,f1_best,f1_best_threshold,recall_at_fpr0.01,threshold_at_fpr0.01,recall_at_fpr0.05,threshold_at_fpr0.05,recall_at_fpr0.1,threshold_at_fpr0.1,precision_at_recall0.5,precision_at_recall0.8,auprc_ci_low,auprc_ci_high,n_drives
rule,rf_mob_hist,1337,random_row,1.0,1244,0.06591639871382636,0.10488053989948613,1.591114532133668,0.5931531002057009,0.16664651031532768,0.816173132364561,0.18439978503484566,0.2160278745644599,0.6316714213333827,0.012195121951219513,0.9999980574656939,0.07317073170731707,0.9787579784449395,0.25609756097560976,0.8294618627545133,0.1242603550295858,0.06620553359683795,0.07577581288366647,0.15061804943749532,57
rule,rf_mob_hist,1337,random_row,2.0,1236,0.12702265372168284,0.22805719435402577,1.7954056829399738,0.6417536879512169,0.17335150197362617,0.8405450029965937,0.16714176929288205,0.344294003868472,0.2066144915628607,0.025477707006369428,0.9999679597261691,0.1464968152866242,0.9648423067591739,0.31210191082802546,0.7636376292539814,0.2597402597402597,0.13680781758957655,0.18438438060469176,0.2916498199583308,57
rule,rf_mob_hist,1337,random_row,3.0,1234,0.17260940032414912,0.29967174618536796,1.7361264544260284,0.6389252918753132,0.18660128083010977,0.9114910540489061,0.16347381764100444,0.4131944444444444,0.1949467753884251,0.028169014084507043,0.9999679597261691,0.14553990610328638,0.9544543302720304,0.29107981220657275,0.7428063472356178,0.3333333333333333,0.18376068376068377,0.2496946550002952,0.3620370847577112,57
rule,rf_mob_hist,1337,random_row,5.0,1224,0.2581699346405229,0.39275165365731457,1.5212912154321296,0.6336363129426198,0.22121779953715145,1.0870177163068986,0.18314404427753891,0.47644683714670255,0.09866726879874968,0.0189873417721519,0.9999679597261691,0.13291139240506328,0.9449257585476284,0.2911392405063291,0.7002492083097859,0.4401114206128134,0.27262931034482757,0.3476172966301262,0.4503017061790991,57
logreg,rf_mob_hist,1337,random_row,0.5,1244,0.03858520900321544,0.4852017013318773,12.574810759517819,0.9269439799331103,0.07294537064885112,0.2820337087608086,0.1291436701108134,0.5567010309278351,0.9423992935288805,0.22916666666666666,0.9973190870453169,0.7291666666666666,0.7434578404555239,0.7916666666666666,0.5679563395672058,0.5510204081632653,0.2469879518072289,0.3608515375501322,0.6284109812735493,57
logreg,rf_mob_hist,1337,random_row,1.0,1244,0.06591639871382636,0.7041594316316001,10.682613816459886,0.9055350321145208,0.07396541126230141,0.26506045985791993,0.11711940256290028,0.7092198581560283,0.967062582855577,0.6097560975609756,0.967062582855577,0.7439024390243902,0.6807258482937343,0.7804878048780488,0.4930499587340934,0.8653846153846154,0.3188405797101449,0.6170769668175968,0.7903944212360136,57
logreg,rf_mob_hist,1337,random_row,2.0,1236,0.12702265372168284,0.5897945581533665,4.643223400494019,0.8437158728003636,0.1411706814155092,0.43847161908558613,0.19522513869093627,0.5270758122743682,0.7789660457239436,0.3184713375796178,0.9386111739141145,0.46496815286624205,0.7789660457239436,0.5796178343949044,0.6606502923770755,0.48520710059171596,0.29836829836829837,0.5036816134060548,0.6745188624857053,57
logreg,rf_mob_hist,1337,random_row,3.0,1234,0.17260940032414912,0.5853644928126076,3.391266592163182,0.826530189954615,0.16403341820934045,0.4986566920741153,0.20384885499965694,0.5531914893617021,0.5853737437609982,0.23943661971830985,0.9368420275617363,0.38028169014084506,0.8086840934672271,0.5211267605633803,0.704739255059788,0.54,0.33794466403162055,0.5044381164094156,0.6650809527267646,57
logreg,rf_mob_hist,1337,random_row,5.0,1224,0.2581699346405229,0.6261703030262651,2.425419148430849,0.8079274243015669,0.17887491678291478,0.5372563493134105,0.16932086838666535,0.6057298772169167,0.5522313456528437,0.13924050632911392,0.9381774821568646,0.3322784810126582,0.8148101557496575,0.5189873417721519,0.7085948487022896,0.6625,0.44778761061946903,0.5533058340407025,0.6927992417070569,57
lgbm,rf_mob_hist,1337,random_row,0.5,1244,0.03858520900321544,0.584565842740185,15.149998091016458,0.9394683667781494,0.023066262895426973,0.11390853376665316,0.02164573253290705,0.6666666666666667,0.48179387963837605,0.5416666666666666,0.6533718169330971,0.7916666666666666,0.009229288026972947,0.8958333333333334,0.002568219767943232,0.7073170731707317,0.3644859813084112,0.44586688860355894,0.7247169551725962,57
